cpu0;r_a1;r_a2
1630.33;4;4
1633.41;4;4
1636.45;4;4
1639.3;4;4
1642.31;4;4
1645.18;4;4
1648.2;4;4
1651.1;4;4
1654.03;4;4
1656.95;4;4
1659.84;4;4
1662.8;4;4
1665.67;4;4
1668.47;4;4
1671.34;4;4
1674.33;4;4
1677.32;4;4
1680.16;4;4
1683.01;4;4
1686.01;4;4
1688.92;4;4
1691.86;4;5
1692.68;4;5
1694.46;4;5
1695.86;4;5
1695.89;4;5
1695.89;4;5
1696.79;4;5
1699.45;4;5
1702.17;4;5
1704.78;4;5
1704.78;4;5
1707.44;4;5
1710.15;4;5
1712.84;4;5
1715.5;4;5
1718.17;4;5
1720.91;4;5
1723.66;4;5
1726.19;4;5
1728.99;4;5
1731.85;4;5
1734.53;4;5
1737.28;4;5
1739.99;4;5
1742.67;4;5
1745.18;4;5
1747.74;4;5
1750.5;4;5
1753.16;4;5
1755.9;4;5
1758.57;4;5
1761.1;4;5
1763.74;4;5
1766.23;4;5
1769.0;4;5
1771.71;4;5
1774.37;4;5
1777.12;4;5
1779.89;4;5
1782.79;4;5
1785.54;4;5
1788.16;4;5
1790.9;4;5
1793.68;4;5
1796.24;4;5
1799.13;4;5
1801.75;4;5
1804.4;4;5
1807.09;4;5
1809.76;4;5
1812.48;4;5
1815.28;4;5
1818.04;4;5
1820.82;4;5
1823.47;4;5
1826.1;4;5
1828.92;4;5
1831.59;4;5
1834.4;4;5
1837.08;4;5
1839.71;5;5
1841.17;5;5
1842.47;5;5
1843.89;5;5
1844.2;5;5
1844.2;5;5
1844.45;5;5
1846.52;5;5
1848.9;5;5
1851.41;5;5
1854.0;5;5
1856.43;5;5
1859.02;5;5
1861.52;5;5
1863.94;5;5
1866.38;5;5
1868.92;5;5
1871.61;5;5
1874.03;5;5
1876.55;5;5
1878.83;5;5
1881.13;5;5
1883.55;5;5
1885.94;5;5
1888.34;5;5
1890.91;5;5
1893.47;5;5
1893.47;5;5
1896.03;5;5
1898.49;5;5
1901.01;5;5
1903.72;5;5
1906.26;5;5
1908.84;5;5
1911.41;5;5
1913.84;5;5
1916.38;5;5
1918.87;5;5
1921.44;5;5
1924.1;5;5
1926.61;5;5
1929.06;5;5
1931.64;5;5
1934.11;5;5
1936.59;5;5
1939.1;5;5
1941.55;5;5
1943.9;5;5
1946.34;5;5
1948.8;5;5
1951.21;5;5
1953.69;5;5
1956.12;5;5
1958.56;5;5
1960.98;5;5
1963.54;5;5
1966.01;5;5
1968.68;5;5
1971.12;5;5
1973.74;5;5
1976.22;5;6
1978.12;5;6
1978.78;5;6
1980.33;5;6
1981.07;5;6
1981.09;5;6
1981.09;5;6
1981.9;5;6
1984.05;5;6
1986.46;5;6
1988.75;5;6
1990.87;5;6
1993.05;5;6
1995.32;5;6
1997.65;5;6
2000.09;5;6
2002.19;5;6
2004.37;5;6
2006.58;5;6
2008.85;5;6
2010.99;5;6
2013.26;5;6
2015.35;5;6
2017.52;5;6
2019.8;5;6
2022.26;5;6
2024.41;5;6
2026.58;5;6
2028.68;5;6
2030.95;5;6
2033.14;5;6
2035.34;5;6
2037.62;5;6
2040.06;5;6
2042.29;5;6
2044.52;5;6
2046.78;5;6
2049.04;5;6
2051.22;5;6
2051.22;5;6
2053.52;5;6
2055.7;5;6
2057.94;5;6
2060.14;5;6
2062.31;5;6
2064.48;5;6
2066.74;5;6
2068.93;5;6
2071.07;5;6
2073.25;5;6
2075.46;5;6
2077.76;5;6
2080.06;5;6
2082.31;5;6
2084.49;5;6
2086.87;5;6
2088.92;5;6
2091.15;5;6
2093.46;5;6
2095.69;5;6
2098.07;6;6
2100.16;6;6
2100.22;6;6
2101.34;6;6
2102.68;6;6
2102.71;6;6
2102.71;6;6
2102.71;6;6
2103.42;6;6
2105.57;6;6
2107.6;6;6
2109.42;6;6
2111.45;6;6
2113.38;6;6
2115.27;6;6
2117.29;6;6
2119.3;6;6
2121.36;6;6
2123.53;6;6
2125.48;6;6
2127.61;6;6
2129.65;6;6
2131.82;6;6
2133.87;6;6
2136.13;6;6
2138.06;6;6
2140.07;6;6
2142.14;6;6
2144.14;6;6
2146.34;6;6
2148.42;6;6
2150.54;6;6
2152.71;6;6
2154.98;6;6
2156.97;6;6
2159.08;6;6
2161.08;6;6
2163.0;6;6
2165.07;6;6
2167.26;6;6
2169.26;6;6
2171.31;6;6
2173.41;6;6
2175.41;6;6
2177.51;6;6
2179.51;6;6
2181.6;6;6
2183.83;6;6
2183.83;6;6
2185.85;6;6
2187.88;6;6
2190.0;6;6
2192.09;6;6
2194.07;6;6
2196.05;6;6
2198.13;6;6
2200.44;6;6
2202.39;6;6
2204.48;6;6
2206.56;6;6
2208.69;6;7
2210.79;6;7
2211.09;6;7
2212.0;6;7
2212.89;6;7
2213.35;6;7
2213.35;6;7
2213.35;6;7
2213.39;6;7
2214.65;6;7
2216.68;6;7
2218.5;6;7
2220.26;6;7
2222.04;6;7
2224.01;6;7
2226.04;6;7
2227.92;6;7
2229.7;6;7
2231.53;6;7
2233.12;6;7
2235.0;6;7
2236.88;6;7
2238.81;6;7
2240.64;6;7
2242.43;6;7
2244.15;6;7
2246.16;6;7
2248.09;6;7
2249.78;6;7
2251.62;6;7
2253.59;6;7
2255.47;6;7
2257.4;6;7
2259.31;6;7
2261.4;6;7
2263.29;6;7
2265.21;6;7
2267.01;6;7
2268.8;6;7
2270.65;6;7
2272.6;6;7
2274.44;6;7
2276.39;6;7
2278.23;6;7
2280.18;6;7
2282.09;6;7
2283.87;6;7
2285.66;6;7
2287.47;6;7
2289.21;6;7
2290.92;6;7
2290.92;6;7
2292.77;6;7
2294.54;6;7
2296.19;6;7
2298.05;6;7
2299.86;6;7
2301.75;6;7
2303.65;6;7
2305.49;6;7
2307.43;7;7
2309.24;7;7
2309.61;7;7
2310.31;7;7
2310.96;7;7
2311.18;7;7
2311.18;7;7
2311.18;7;7
2311.18;7;7
2311.78;7;7
2313.17;7;7
2314.86;7;7
2316.39;7;7
2318.02;7;7
2319.67;7;7
2321.27;7;7
2322.88;7;7
2324.54;7;7
2326.13;7;7
2327.76;7;7
2329.46;7;7
2331.12;7;7
2332.81;7;7
2334.39;7;7
2336.01;7;7
2337.5;7;7
2339.16;7;7
2340.61;7;7
2342.24;7;7
2344.0;7;7
2345.78;7;7
2347.39;7;7
2348.98;7;7
2350.67;7;7
2352.35;7;7
2353.96;7;7
2355.59;7;7
2357.06;7;7
2358.72;7;7
2360.32;7;7
2361.94;7;7
2363.47;7;7
2365.18;7;7
2366.87;7;7
2368.61;7;7
2370.36;7;7
2371.9;7;7
2373.62;7;7
2375.28;7;7
2376.88;7;7
2378.6;7;7
2380.09;7;7
2381.75;7;7
2383.46;7;7
2385.07;7;7
2386.61;7;7
2386.61;7;7
2388.17;7;7
2389.72;7;7
2391.31;7;7
2392.98;7;8
2394.43;7;8
2394.83;7;8
2395.18;7;8
2395.81;7;8
2396.22;7;8
2396.53;7;8
2396.54;7;8
2396.54;7;8
2396.54;7;8
2396.54;7;8
2397.01;7;8
2398.16;7;8
2399.58;7;8
2400.96;7;8
2402.22;7;8
2403.59;7;8
2405.07;7;8
2406.33;7;8
2407.88;7;8
2409.22;7;8
2410.55;7;8
2411.93;7;8
2413.39;7;8
2414.64;7;8
2415.94;7;8
2417.35;7;8
2418.95;7;8
2420.28;7;8
2421.78;7;8
2423.31;7;8
2424.6;7;8
2426.06;7;8
2427.35;7;8
2428.82;7;8
2430.31;7;8
2431.68;7;8
2433.08;7;8
2434.42;7;8
2435.91;7;8
2437.23;7;8
2438.59;7;8
2439.85;7;8
2441.13;7;8
2442.54;7;8
2444.08;7;8
2445.48;7;8
2446.99;7;8
2448.41;7;8
2449.64;7;8
2451.06;7;8
2452.47;7;8
2453.95;7;8
2455.17;7;8
2456.5;7;8
2457.99;7;8
2459.29;7;8
2460.73;7;8
2462.19;7;8
2462.19;7;8
2463.64;8;8
2465.14;8;8
2465.64;8;8
2465.98;8;8
2466.4;8;8
2466.84;8;8
2467.1;8;8
2467.12;8;8
2467.12;8;8
2467.12;8;8
2467.12;8;8
2467.12;8;8
2467.44;8;8
2468.29;8;8
2469.29;8;8
2470.39;8;8
2471.53;8;8
2472.66;8;8
2473.9;8;8
2475.05;8;8
2476.24;8;8
2477.44;8;8
2478.61;8;8
2479.59;8;8
2480.74;8;8
2481.82;8;8
2482.79;8;8
2483.89;8;8
2485.14;8;8
2486.23;8;8
2487.19;8;8
2488.26;8;8
2489.33;8;8
2490.42;8;8
2491.45;8;8
2492.5;8;8
2493.52;8;8
2494.61;8;8
2495.81;8;8
2496.79;8;8
2497.79;8;8
2498.76;8;8
2499.78;8;8
2500.87;8;8
2501.75;8;8
2502.82;8;8
2503.84;8;8
2504.93;8;8
2506.07;8;8
2507.12;8;8
2508.09;8;8
2509.09;8;8
2510.37;8;8
2511.35;8;8
2512.43;8;8
2513.45;8;8
2514.28;8;8
2515.37;8;8
2516.47;8;8
2516.47;8;8
2517.51;8;9
2518.66;8;9
2519.13;8;9
2519.15;8;9
2519.34;8;9
2519.54;8;9
2519.79;8;9
2519.79;8;9
2519.8;8;9
2519.8;8;9
2519.8;8;9
2519.8;8;9
2519.8;8;9
2519.8;8;9
2519.83;8;9
2520.06;8;9
2520.5;8;9
2521.29;8;9
2522.03;8;9
2522.85;8;9
2523.79;8;9
2524.49;8;9
2525.44;8;9
2526.32;8;9
2527.2;8;9
2528.07;8;9
2528.9;8;9
2529.76;8;9
2530.56;8;9
2531.42;8;9
2532.3;8;9
2533.02;8;9
2533.79;8;9
2534.63;8;9
2535.64;8;9
2536.43;8;9
2537.29;8;9
2538.15;8;9
2539.06;8;9
2539.99;8;9
2540.63;8;9
2541.26;8;9
2542.11;8;9
2542.86;8;9
2543.62;8;9
2544.38;8;9
2545.29;8;9
2546.06;8;9
2546.77;8;9
2547.56;8;9
2548.41;8;9
2549.25;8;9
2549.99;8;9
2550.77;8;9
2551.48;8;9
2552.28;8;9
2552.28;8;9
2553.1;8;9
2554.02;8;9
2554.87;8;9
2555.57;9;9
2556.37;9;9
2556.66;9;9
2556.68;9;9
2556.93;9;9
2557.17;9;9
2557.35;9;9
2557.53;9;9
2557.53;9;9
2557.54;9;9
2557.54;9;9
2557.54;9;9
2557.54;9;9
2557.54;9;9
2557.54;9;9
2557.54;9;9
2557.54;9;9
2557.65;9;9
2557.86;9;9
2558.36;9;9
2558.85;9;9
2559.41;9;9
2560.01;9;9
2560.57;9;9
2561.16;9;9
2561.73;9;9
2562.23;9;9
2562.98;9;9
2563.44;9;9
2564.02;9;9
2564.59;9;9
2565.11;9;9
2565.61;9;9
2566.27;9;9
2566.79;9;9
2567.29;9;9
2568.04;9;9
2568.61;9;9
2569.08;9;9
2569.71;9;9
2570.29;9;9
2570.76;9;9
2571.3;9;9
2571.86;9;9
2572.32;9;9
2572.88;9;9
2573.33;9;9
2573.84;9;9
2574.41;9;9
2574.94;9;9
2574.94;9;9
2575.69;9;9
2576.03;9;9
2576.66;9;9
2577.32;9;9
2577.92;9;9
2578.54;9;9
2579.21;9;9
2579.76;9;9
2580.44;9;9
2581.13;9;9
