cpu0;r_a1;r_a2
2320.77;7;7
2322.41;7;7
2323.94;7;7
2325.66;7;7
2327.22;7;7
2328.81;7;7
2330.51;7;7
2332.16;7;7
2333.87;7;7
2335.42;7;7
2337.05;7;7
2338.76;7;7
2340.44;7;7
2342.08;7;7
2343.67;7;7
2345.23;7;7
2346.85;7;7
2348.55;7;7
2350.26;7;7
2351.96;7;7
2353.55;7;7
2355.13;7;7
2356.75;7;7
2358.25;7;7
2359.92;7;7
2361.54;7;7
2363.25;7;7
2364.83;7;7
2366.51;7;7
2368.05;7;7
2369.57;7;7
2371.05;7;7
2372.6;7;7
2374.17;7;7
2375.82;7;7
2377.35;7;7
2379.06;7;7
2380.67;7;7
2382.34;7;7
2383.96;7;7
2385.62;7;7
2387.13;7;7
2388.74;7;7
2390.57;7;7
2392.25;7;7
2393.96;7;8
2394.31;7;8
2394.99;7;8
2395.64;7;8
2396.15;7;8
2396.16;7;8
2396.16;7;8
2396.16;7;8
2396.16;7;8
2396.16;7;8
2396.85;7;8
2398.39;7;8
2399.99;7;8
2401.38;7;8
2402.8;7;8
2404.24;7;8
2405.42;7;8
2406.82;7;8
2408.37;7;8
2409.59;7;8
2411.07;7;8
2412.39;7;8
2413.92;7;8
2415.34;7;8
2416.94;7;8
2418.33;7;8
2419.84;7;8
2421.43;7;8
2422.91;7;8
2424.46;7;8
2426.07;7;8
2427.46;7;8
2428.87;7;8
2430.41;7;8
2431.99;7;8
2433.63;7;8
2434.97;7;8
2436.35;7;8
2437.82;7;8
2439.2;7;8
2440.56;7;8
2442.11;7;8
2443.57;7;8
2445.03;7;8
2446.47;7;8
2448.08;7;8
2449.57;7;8
2450.8;7;8
2452.09;7;8
2453.32;7;8
2454.67;7;8
2456.17;7;8
2457.68;7;8
2459.17;7;8
2460.63;7;8
2462.16;7;8
2463.56;7;8
2464.8;7;8
2466.02;7;8
2467.38;7;8
2468.69;8;8
2469.11;8;8
2469.44;8;8
2470.0;8;8
2470.47;8;8
2470.69;8;8
2470.71;8;8
2470.71;8;8
2470.71;8;8
2470.71;8;8
2470.71;8;8
2470.74;8;8
2471.42;8;8
2472.55;8;8
2473.65;8;8
2474.83;8;8
2476.22;8;8
2477.36;8;8
2478.62;8;8
2479.82;8;8
2481.06;8;8
2482.09;8;8
2483.21;8;8
2484.47;8;8
2485.79;8;8
2486.93;8;8
2488.05;8;8
2489.3;8;8
2490.42;8;8
2491.54;8;8
2492.8;8;8
2494.15;8;8
2495.33;8;8
2496.48;8;8
2497.74;8;8
2498.99;8;8
2500.25;8;8
2501.46;8;8
2502.56;8;8
2503.67;8;8
2504.84;8;8
2506.08;8;8
2507.18;8;8
2508.38;8;8
2509.51;8;8
2510.81;8;8
2512.18;8;8
2513.54;8;8
2514.79;8;8
2515.94;8;8
2516.99;8;8
2518.17;8;8
2519.35;8;8
2520.5;8;8
2521.75;8;8
2522.94;8;8
2524.19;8;8
2525.49;8;8
2526.9;8;8
2528.16;8;8
2529.41;8;9
2529.84;8;9
2529.93;8;9
2530.35;8;9
2530.93;8;9
2531.25;8;9
2531.26;8;9
2531.26;8;9
2531.26;8;9
2531.26;8;9
2531.26;8;9
2531.26;8;9
2531.29;8;9
2531.77;8;9
2532.8;8;9
2533.72;8;9
2534.7;8;9
2535.84;8;9
2536.83;8;9
2537.79;8;9
2538.97;8;9
2540.15;8;9
2541.24;8;9
2542.41;8;9
2543.47;8;9
2544.47;8;9
2545.63;8;9
2546.63;8;9
2547.64;8;9
2548.66;8;9
2549.55;8;9
2550.57;8;9
2551.69;8;9
2552.81;8;9
2553.75;8;9
2554.82;8;9
2555.8;8;9
2556.76;8;9
2557.81;8;9
2558.86;8;9
2559.73;8;9
2560.82;8;9
2561.94;8;9
2563.08;8;9
2564.24;8;9
2565.22;8;9
2566.18;8;9
2567.27;8;9
2568.32;8;9
2569.37;8;9
2570.5;8;9
2571.53;8;9
2572.42;8;9
2573.55;8;9
2574.6;8;9
2575.87;8;9
2576.85;8;9
2578.04;8;9
2579.25;8;9
2580.3;8;9
2581.29;9;9
2581.72;9;9
2581.77;9;9
2582.21;9;9
2582.44;9;9
2582.71;9;9
2582.73;9;9
2582.73;9;9
2582.73;9;9
2582.73;9;9
2582.73;9;9
2582.73;9;9
2582.73;9;9
2582.8;9;9
2583.23;9;9
2584.08;9;9
2584.74;9;9
2585.43;9;9
2586.27;9;9
2587.11;9;9
2588.01;9;9
2588.82;9;9
2589.64;9;9
2590.47;9;9
2591.26;9;9
2592.11;9;9
2593.01;9;9
2593.81;9;9
2594.58;9;9
2595.38;9;9
2596.17;9;9
2596.94;9;9
2597.76;9;9
2598.61;9;9
2599.46;9;9
2600.33;9;9
2601.06;9;9
2601.73;9;9
2602.5;9;9
2603.14;9;9
2603.91;9;9
2604.53;9;9
2605.3;9;9
2605.99;9;9
2606.8;9;9
2607.71;9;9
2608.54;9;9
2609.28;9;9
2610.12;9;9
2610.97;9;9
2611.61;9;9
2612.25;9;9
2613.13;9;9
2613.74;9;9
2614.37;9;9
2615.04;9;9
2615.92;9;9
2616.93;9;9
2617.79;9;9
2618.62;9;9
