time;memory_free;r_a1;r_a2
1.666.825.468.602;664268800;1;2
1.666.825.468.602;664268800;1;2
1.666.825.468.602;664203264;1;2
1.666.825.468.602;664334336;1;2
1.666.825.468.602;664301568;1;2
1.666.825.468.602;664268800;1;2
1.666.825.468.602;664334336;1;2
1.666.825.468.602;664203264;1;2
1.666.825.468.602;664326144;1;2
1.666.825.468.602;664268800;1;2
1.666.825.468.602;664461312;1;2
1.666.825.468.602;664494080;1;2
1.666.825.468.602;664395776;1;2
1.666.825.468.602;664485888;2;2
1.666.825.468.602;722432000;2;2
1.666.825.468.602;722337792;2;2
1.666.825.468.602;791339008;2;2
1.666.825.468.602;880332800;2;2
1.666.825.468.602;884482048;2;2
1.666.825.468.602;884895744;2;2
1.666.825.468.602;885460992;2;2
1.666.825.468.602;885305344;2;2
1.666.825.468.602;885837824;2;2
1.666.825.468.602;885944320;2;2
1.666.825.468.602;886226944;2;2
1.666.825.468.602;886325248;2;2
1.666.825.468.602;887140352;2;2
1.666.825.468.602;887042048;2;2
1.666.825.468.602;887173120;2;2
1.666.825.468.602;887238656;2;2
1.666.825.468.602;887246848;2;2
1.666.825.468.602;887246848;2;2
1.666.825.468.602;887115776;2;2
1.666.825.468.602;887140352;2;2
1.666.825.468.602;887275520;2;2
1.666.825.468.602;887365632;2;2
1.666.825.468.602;887201792;2;2
1.666.825.468.602;887373824;2;2
1.666.825.468.602;887529472;2;2
1.666.825.468.602;887595008;2;2
1.666.825.468.602;887488512;2;2
1.666.825.468.602;886292480;2;2
1.666.825.468.602;886218752;2;2
1.666.825.468.602;886317056;2;2
1.666.825.468.602;886325248;2;2
1.666.825.468.602;886317056;2;2
1.666.825.468.602;886317056;2;2
1.666.825.468.602;886476800;2;2
1.666.825.468.602;886403072;2;2
1.666.825.468.602;886419456;2;2
1.666.825.468.602;886312960;2;2
1.666.825.468.602;886476800;2;2
1.666.825.468.602;886386688;2;2
1.666.825.468.602;886509568;2;2
1.666.825.468.602;886378496;2;2
1.666.825.468.602;886218752;2;2
1.666.825.468.602;886190080;2;2
1.666.825.468.602;886222848;2;2
1.666.825.468.602;886059008;2;2
1.666.825.468.602;886259712;2;2
1.666.825.468.602;886292480;2;2
1.666.825.468.602;886358016;2;2
1.666.825.468.602;886218752;2;2
1.666.825.468.602;886517760;2;2
1.666.825.468.602;886259712;2;2
1.666.825.468.602;886349824;2;2
1.666.825.468.602;886259712;2;2
1.666.825.468.602;886259712;2;2
1.666.825.468.602;886292480;2;2
1.666.825.468.602;886349824;2;2
1.666.825.468.602;886325248;2;2
1.666.825.468.602;886185984;2;2
1.666.825.468.602;886218752;2;2
1.666.825.468.602;886292480;2;3
1.666.825.468.602;955924480;2;3
1.666.825.468.602;893345792;2;3
1.666.825.468.602;945967104;2;3
1.666.825.468.602;1076629504;2;3
1.666.825.468.602;1103548416;2;3
1.666.825.468.602;1106509824;2;3
1.666.825.468.602;1107140608;2;3
1.666.825.468.602;1107202048;2;3
1.666.825.468.602;1107968000;2;3
1.666.825.468.602;1107804160;2;3
1.666.825.468.602;1108066304;2;3
1.666.825.468.602;1108033536;2;3
1.666.825.468.602;1108701184;2;3
1.666.825.468.602;1108602880;2;3
1.666.825.468.602;1108635648;2;3
1.666.825.468.602;1108668416;2;3
1.666.825.468.602;1108635648;2;3
1.666.825.468.602;1108602880;2;3
1.666.825.468.602;1108570112;2;3
1.666.825.468.602;1108733952;2;3
1.666.825.468.602;1108955136;2;3
1.666.825.468.602;1108795392;2;3
1.666.825.468.602;1108860928;2;3
1.666.825.468.602;1108664320;2;3
1.666.825.468.602;1108889600;2;3
1.666.825.468.602;1108856832;2;3
1.666.825.468.602;1108955136;2;3
1.666.825.468.602;1108955136;2;3
1.666.825.468.602;1108922368;2;3
1.666.825.468.602;1108889600;2;3
1.666.825.468.602;1108824064;2;3
1.666.825.468.602;1108987904;2;3
1.666.825.468.602;1108951040;2;3
1.666.825.468.602;1109114880;2;3
1.666.825.468.602;1109016576;2;3
1.666.825.468.602;1108983808;2;3
1.666.825.468.602;1109016576;2;3
1.666.825.468.602;1109082112;2;3
1.666.825.468.602;1109082112;2;3
1.666.825.468.602;1109082112;2;3
1.666.825.468.602;1109082112;2;3
1.666.825.468.602;1108955136;2;3
1.666.825.468.602;1108856832;2;3
1.666.825.468.602;1108889600;2;3
1.666.825.468.602;1108824064;2;3
1.666.825.468.602;1108824064;2;3
1.666.825.468.602;1108922368;2;3
1.666.825.468.602;1108955136;2;3
1.666.825.468.602;1108824064;2;3
1.666.825.468.602;1108824064;2;3
1.666.825.468.602;1108889600;2;3
1.666.825.468.602;1108922368;2;3
1.666.825.468.602;1109143552;2;3
1.666.825.468.602;1109110784;2;3
1.666.825.468.602;1109241856;2;3
1.666.825.468.602;1109241856;2;3
1.666.825.468.602;1109397504;2;3
1.666.825.468.602;1109331968;2;3
1.666.825.468.602;1109364736;2;3
1.666.825.468.602;1109430272;3;3
1.666.825.468.602;1162776576;3;3
1.666.825.468.602;1127968768;3;3
1.666.825.468.602;1217753088;3;3
1.666.825.468.602;1316081664;3;3
1.666.825.468.602;1329074176;3;3
1.666.825.468.602;1330716672;3;3
1.666.825.468.602;1331560448;3;3
1.666.825.468.602;1331462144;3;3
1.666.825.468.602;1332011008;3;3
1.666.825.468.602;1331699712;3;3
1.666.825.468.602;1331699712;3;3
1.666.825.468.602;1330040832;3;3
1.666.825.468.602;1330356224;3;3
1.666.825.468.602;1330679808;3;3
1.666.825.468.602;1330671616;3;3
1.666.825.468.602;1330769920;3;3
1.666.825.468.602;1330810880;3;3
1.666.825.468.602;1331310592;3;3
1.666.825.468.602;1331253248;3;3
1.666.825.468.602;1331236864;3;3
1.666.825.468.602;1331154944;3;3
1.666.825.468.602;1331347456;3;3
1.666.825.468.602;1331404800;3;3
1.666.825.468.602;1331314688;3;3
1.666.825.468.602;1331404800;3;3
1.666.825.468.602;1331466240;3;3
1.666.825.468.602;1331400704;3;3
1.666.825.468.602;1331605504;3;3
1.666.825.468.602;1331572736;3;3
1.666.825.468.602;1331466240;3;3
1.666.825.468.602;1331572736;3;3
1.666.825.468.602;1331441664;3;3
1.666.825.468.602;1331507200;3;3
1.666.825.468.602;1331728384;3;3
1.666.825.468.602;1331752960;3;3
1.666.825.468.602;1331785728;3;3
1.666.825.468.602;1331847168;3;3
1.666.825.468.602;1331847168;3;3
1.666.825.468.602;1331855360;3;3
1.666.825.468.602;1331822592;3;3
1.666.825.468.602;1331904512;3;3
1.666.825.468.602;1331761152;3;3
1.666.825.468.602;1331785728;3;3
1.666.825.468.602;1331826688;3;3
1.666.825.468.602;1331728384;3;3
1.666.825.468.602;1331793920;3;3
1.666.825.468.602;1331687424;3;3
1.666.825.468.602;1331752960;3;3
1.666.825.468.602;1331712000;3;3
1.666.825.468.602;1331843072;3;3
1.666.825.468.602;1331793920;3;3
1.666.825.468.602;1331679232;3;3
1.666.825.468.602;1331736576;3;3
1.666.825.468.602;1331810304;3;3
1.666.825.468.602;1331867648;3;3
1.666.825.468.602;1331834880;3;3
1.666.825.468.602;1331871744;3;3
1.666.825.468.602;1331929088;3;3
1.666.825.468.602;1331838976;3;3
1.666.825.468.602;1331929088;3;4
1.666.825.468.602;1389940736;3;4
1.666.825.468.602;1339441152;3;4
1.666.825.468.602;1343590400;3;4
1.666.825.468.602;1459818496;3;4
1.666.825.468.602;1539932160;3;4
1.666.825.468.602;1552101376;3;4
1.666.825.468.602;1553260544;3;4
1.666.825.468.602;1553453056;3;4
1.666.825.468.602;1553666048;3;4
1.666.825.468.602;1553534976;3;4
1.666.825.468.602;1553674240;3;4
1.666.825.468.602;1553674240;3;4
1.666.825.468.602;1554055168;3;4
1.666.825.468.602;1553956864;3;4
1.666.825.468.602;1553997824;3;4
1.666.825.468.602;1554022400;3;4
1.666.825.468.602;1554018304;3;4
1.666.825.468.602;1554116608;3;4
1.666.825.468.602;1554051072;3;4
1.666.825.468.602;1554214912;3;4
1.666.825.468.602;1554104320;3;4
1.666.825.468.602;1554169856;3;4
1.666.825.468.602;1554276352;3;4
1.666.825.468.602;1554202624;3;4
1.666.825.468.602;1554681856;3;4
1.666.825.468.602;1554657280;3;4
1.666.825.468.602;1554624512;3;4
1.666.825.468.602;1554624512;3;4
1.666.825.468.602;1554395136;3;4
1.666.825.468.602;1554305024;3;4
1.666.825.468.602;1554305024;3;4
1.666.825.468.602;1554272256;3;4
1.666.825.468.602;1554563072;3;4
1.666.825.468.602;1554628608;3;4
1.666.825.468.602;1554522112;3;4
1.666.825.468.602;1554522112;3;4
1.666.825.468.602;1554522112;3;4
1.666.825.468.602;1554526208;3;4
1.666.825.468.602;1554624512;3;4
1.666.825.468.602;1554690048;3;4
1.666.825.468.602;1554550784;3;4
1.666.825.468.602;1554657280;3;4
1.666.825.468.602;1554591744;3;4
1.666.825.468.602;1554526208;3;4
1.666.825.468.602;1554690048;3;4
1.666.825.468.602;1554624512;3;4
1.666.825.468.602;1554624512;3;4
1.666.825.468.602;1554624512;3;4
1.666.825.468.602;1554624512;3;4
1.666.825.468.602;1554751488;3;4
1.666.825.468.602;1554808832;3;4
1.666.825.468.602;1554784256;3;4
1.666.825.468.602;1554751488;3;4
1.666.825.468.602;1554935808;3;4
1.666.825.468.602;1554812928;3;4
1.666.825.468.602;1554911232;3;4
1.666.825.468.602;1554878464;3;4
1.666.825.468.602;1555038208;3;4
1.666.825.468.602;1555005440;3;4
1.666.825.468.602;1555030016;4;4
1.666.825.468.602;1560477696;4;4
1.666.825.468.602;1562710016;4;4
1.666.825.468.602;1562718208;4;4
1.666.825.468.602;1682321408;4;4
1.666.825.468.602;1764589568;4;4
1.666.825.468.602;1775325184;4;4
1.666.825.468.602;1776185344;4;4
1.666.825.468.602;1776214016;4;4
1.666.825.468.602;1776705536;4;4
1.666.825.468.602;1776664576;4;4
1.666.825.468.602;1776812032;4;4
1.666.825.468.602;1776787456;4;4
1.666.825.468.602;1777422336;4;4
1.666.825.468.602;1777455104;4;4
1.666.825.468.602;1777356800;4;4
1.666.825.468.602;1777405952;4;4
1.666.825.468.602;1777393664;4;4
1.666.825.468.602;1777389568;4;4
1.666.825.468.602;1777422336;4;4
1.666.825.468.602;1777422336;4;4
1.666.825.468.602;1777418240;4;4
1.666.825.468.602;1777582080;4;4
1.666.825.468.602;1777451008;4;4
1.666.825.468.602;1777483776;4;4
1.666.825.468.602;1778122752;4;4
1.666.825.468.602;1778057216;4;4
1.666.825.468.602;1778049024;4;4
1.666.825.468.602;1778057216;4;4
1.666.825.468.602;1778470912;4;4
1.666.825.468.602;1778388992;4;4
1.666.825.468.602;1778556928;4;4
1.666.825.468.602;1778458624;4;4
1.666.825.468.602;1778814976;4;4
1.666.825.468.602;1778913280;4;4
1.666.825.468.602;1778343936;4;4
1.666.825.468.602;1778376704;4;4
1.666.825.468.602;1778429952;4;4
1.666.825.468.602;1778470912;4;4
1.666.825.468.602;1778356224;4;4
1.666.825.468.602;1778520064;4;4
1.666.825.468.602;1777786880;4;4
1.666.825.468.602;1777684480;4;4
1.666.825.468.602;1777627136;4;4
1.666.825.468.602;1777684480;4;4
1.666.825.468.602;1777627136;4;4
1.666.825.468.602;1777586176;4;4
1.666.825.468.602;1777758208;4;4
1.666.825.468.602;1777725440;4;4
1.666.825.468.602;1777819648;4;4
1.666.825.468.602;1777754112;4;4
1.666.825.468.602;1777647616;4;4
1.666.825.468.602;1777713152;4;4
1.666.825.468.602;1778171904;4;4
1.666.825.468.602;1777950720;4;4
1.666.825.468.602;1778106368;4;4
1.666.825.468.602;1778016256;4;4
1.666.825.468.602;1778225152;4;4
1.666.825.468.602;1778200576;4;4
1.666.825.468.602;1778192384;4;4
1.666.825.468.602;1778192384;4;5
1.666.825.468.602;1778094080;4;5
1.666.825.468.602;1785430016;4;5
1.666.825.468.602;1785638912;4;5
1.666.825.468.602;1841352704;4;5
1.666.825.468.602;1977131008;4;5
1.666.825.468.602;1994649600;4;5
1.666.825.468.602;1998106624;4;5
1.666.825.468.602;1998852096;4;5
1.666.825.468.602;1998905344;4;5
1.666.825.468.602;1999319040;4;5
1.666.825.468.602;1999253504;4;5
1.666.825.468.602;1999220736;4;5
1.666.825.468.602;1999351808;4;5
1.666.825.468.602;1999917056;4;5
1.666.825.468.602;1999761408;4;5
1.666.825.468.602;1999925248;4;5
1.666.825.468.602;1999867904;4;5
1.666.825.468.602;1999925248;4;5
1.666.825.468.602;1999826944;4;5
1.666.825.468.602;1999761408;4;5
1.666.825.468.602;1999978496;4;5
1.666.825.468.602;2000019456;4;5
1.666.825.468.602;1999953920;4;5
1.666.825.468.602;2000019456;4;5
1.666.825.468.602;2000338944;4;5
1.666.825.468.602;2000248832;4;5
1.666.825.468.602;2000207872;4;5
1.666.825.468.602;2000207872;4;5
1.666.825.468.602;2000424960;4;5
1.666.825.468.602;2000334848;4;5
1.666.825.468.602;2000424960;4;5
1.666.825.468.602;2000433152;4;5
1.666.825.468.602;2000613376;4;5
1.666.825.468.602;2000687104;4;5
1.666.825.468.602;2000719872;4;5
1.666.825.468.602;2000580608;4;5
1.666.825.468.602;2000646144;4;5
1.666.825.468.602;2000719872;4;5
1.666.825.468.602;2000621568;4;5
1.666.825.468.602;2000564224;4;5
1.666.825.468.602;2000605184;4;5
1.666.825.468.602;2000601088;4;5
1.666.825.468.602;2000478208;4;5
1.666.825.468.602;2000609280;4;5
1.666.825.468.602;2000695296;4;5
1.666.825.468.602;2000801792;4;5
1.666.825.468.602;2000769024;4;5
1.666.825.468.602;2000605184;4;5
1.666.825.468.602;2000855040;4;5
1.666.825.468.602;2000723968;4;5
1.666.825.468.602;2000764928;4;5
1.666.825.468.602;2000830464;4;5
1.666.825.468.602;2000830464;4;5
1.666.825.468.602;2000756736;4;5
1.666.825.468.602;2000855040;4;5
1.666.825.468.602;2000830464;4;5
1.666.825.468.602;2000932864;4;5
1.666.825.468.602;2000658432;4;5
1.666.825.468.602;2000699392;4;5
1.666.825.468.602;2000838656;5;5
1.666.825.468.602;2052120576;5;5
1.666.825.468.602;2008580096;5;5
1.666.825.468.602;2051465216;5;5
1.666.825.468.602;2128801792;5;5
1.666.825.468.602;2208423936;5;5
1.666.825.468.602;2220843008;5;5
1.666.825.468.602;2223390720;5;5
1.666.825.468.602;2223415296;5;5
1.666.825.468.602;2223988736;5;5
1.666.825.468.602;2223931392;5;5
1.666.825.468.602;2223841280;5;5
1.666.825.468.602;2223955968;5;5
1.666.825.468.602;2224369664;5;5
1.666.825.468.602;2224476160;5;5
1.666.825.468.602;2224476160;5;5
1.666.825.468.602;2224369664;5;5
1.666.825.468.602;2224377856;5;5
1.666.825.468.602;2224496640;5;5
1.666.825.468.602;2224562176;5;5
1.666.825.468.602;2224553984;5;5
1.666.825.468.602;2224635904;5;5
1.666.825.468.602;2224533504;5;5
1.666.825.468.602;2224623616;5;5
1.666.825.468.602;2224599040;5;5
1.666.825.468.602;2224615424;5;5
1.666.825.468.602;2224963584;5;5
1.666.825.468.602;2225045504;5;5
1.666.825.468.602;2225127424;5;5
1.666.825.468.602;2223497216;5;5
1.666.825.468.602;2223497216;5;5
1.666.825.468.602;2223480832;5;5
1.666.825.468.602;2223423488;5;5
1.666.825.468.602;2223570944;5;5
1.666.825.468.602;2223558656;5;5
1.666.825.468.602;2223599616;5;5
1.666.825.468.602;2223501312;5;5
1.666.825.468.602;2223857664;5;5
1.666.825.468.602;2223783936;5;5
1.666.825.468.602;2223824896;5;5
1.666.825.468.602;2223759360;5;5
1.666.825.468.602;2223783936;5;5
1.666.825.468.602;2223783936;5;5
1.666.825.468.602;2223751168;5;5
1.666.825.468.602;2223751168;5;5
1.666.825.468.602;2223964160;5;5
1.666.825.468.602;2224013312;5;5
1.666.825.468.602;2224111616;5;5
1.666.825.468.602;2224054272;5;5
1.666.825.468.602;2224123904;5;5
1.666.825.468.602;2224082944;5;5
1.666.825.468.602;2224148480;5;5
1.666.825.468.602;2224099328;5;5
1.666.825.468.602;2224189440;5;5
1.666.825.468.602;2224050176;5;5
1.666.825.468.602;2224082944;5;5
1.666.825.468.602;2224181248;5;5
1.666.825.468.602;2224283648;5;5
1.666.825.468.602;2224144384;5;5
1.666.825.468.602;2224291840;5;5
1.666.825.468.602;2224324608;5;6
1.666.825.468.602;2230308864;5;6
1.666.825.468.602;2231959552;5;6
1.666.825.468.602;2238148608;5;6
1.666.825.468.602;2288771072;5;6
1.666.825.468.602;2400899072;5;6
1.666.825.468.602;2432200704;5;6
1.666.825.468.602;2443259904;5;6
1.666.825.468.602;2445463552;5;6
1.666.825.468.602;2446073856;5;6
1.666.825.468.602;2446049280;5;6
1.666.825.468.602;2445877248;5;6
1.666.825.468.602;2445901824;5;6
1.666.825.468.602;2446548992;5;6
1.666.825.468.602;2446491648;5;6
1.666.825.468.602;2446581760;5;6
1.666.825.468.602;2446516224;5;6
1.666.825.468.602;2446716928;5;6
1.666.825.468.602;2446610432;5;6
1.666.825.468.602;2446675968;5;6
1.666.825.468.602;2446733312;5;6
1.666.825.468.602;2447159296;5;6
1.666.825.468.602;2447241216;5;6
1.666.825.468.602;2447175680;5;6
1.666.825.468.602;2447134720;5;6
1.666.825.468.602;2447802368;5;6
1.666.825.468.602;2447609856;5;6
1.666.825.468.602;2447609856;5;6
1.666.825.468.602;2447691776;5;6
1.666.825.468.602;2447708160;5;6
1.666.825.468.602;2447495168;5;6
1.666.825.468.602;2447429632;5;6
1.666.825.468.602;2447421440;5;6
1.666.825.468.602;2447347712;5;6
1.666.825.468.602;2447499264;5;6
1.666.825.468.602;2447507456;5;6
1.666.825.468.602;2447572992;5;6
1.666.825.468.602;2447466496;5;6
1.666.825.468.602;2447749120;5;6
1.666.825.468.602;2447691776;5;6
1.666.825.468.602;2447626240;5;6
1.666.825.468.602;2447691776;5;6
1.666.825.468.602;2447593472;5;6
1.666.825.468.602;2447822848;5;6
1.666.825.468.602;2447634432;5;6
1.666.825.468.602;2447695872;5;6
1.666.825.468.602;2447777792;5;6
1.666.825.468.602;2447466496;5;6
1.666.825.468.602;2447458304;5;6
1.666.825.468.602;2447630336;5;6
1.666.825.468.602;2447507456;5;6
1.666.825.468.602;2447433728;5;6
1.666.825.468.602;2447572992;5;6
1.666.825.468.602;2447507456;5;6
1.666.825.468.602;2447491072;5;6
1.666.825.468.602;2447532032;5;6
1.666.825.468.602;2447556608;5;6
1.666.825.468.602;2447659008;5;6
1.666.825.468.602;2447601664;5;6
1.666.825.468.602;2447699968;5;6
1.666.825.468.602;2447634432;6;6
1.666.825.468.602;2485374976;6;6
1.666.825.468.602;2506158080;6;6
1.666.825.468.602;2455642112;6;6
1.666.825.468.602;2523328512;6;6
1.666.825.468.602;2576097280;6;6
1.666.825.468.602;2654085120;6;6
1.666.825.468.602;2667261952;6;6
1.666.825.468.602;2669699072;6;6
1.666.825.468.602;2670178304;6;6
1.666.825.468.602;2669527040;6;6
1.666.825.468.602;2669568000;6;6
1.666.825.468.602;2669559808;6;6
1.666.825.468.602;2670198784;6;6
1.666.825.468.602;2670133248;6;6
1.666.825.468.602;2670166016;6;6
1.666.825.468.602;2670182400;6;6
1.666.825.468.602;2670579712;6;6
1.666.825.468.602;2670473216;6;6
1.666.825.468.602;2670456832;6;6
1.666.825.468.602;2670391296;6;6
1.666.825.468.602;2670747648;6;6
1.666.825.468.602;2670555136;6;6
1.666.825.468.602;2670587904;6;6
1.666.825.468.602;2670522368;6;6
1.666.825.468.602;2670784512;6;6
1.666.825.468.602;2670759936;6;6
1.666.825.468.602;2670518272;6;6
1.666.825.468.602;2670575616;6;6
1.666.825.468.602;2670575616;6;6
1.666.825.468.602;2670858240;6;6
1.666.825.468.602;2670698496;6;6
1.666.825.468.602;2670624768;6;6
1.666.825.468.602;2670551040;6;6
1.666.825.468.602;2670809088;6;6
1.666.825.468.602;2670727168;6;6
1.666.825.468.602;2670702592;6;6
1.666.825.468.602;2670710784;6;6
1.666.825.468.602;2671054848;6;6
1.666.825.468.602;2671079424;6;6
1.666.825.468.602;2670956544;6;6
1.666.825.468.602;2670989312;6;6
1.666.825.468.602;2670997504;6;6
1.666.825.468.602;2670956544;6;6
1.666.825.468.602;2670907392;6;6
1.666.825.468.602;2672140288;6;6
1.666.825.468.602;2671075328;6;6
1.666.825.468.602;2671190016;6;6
1.666.825.468.602;2671124480;6;6
1.666.825.468.602;2671501312;6;6
1.666.825.468.602;2671415296;6;6
1.666.825.468.602;2671218688;6;6
1.666.825.468.602;2671259648;6;6
1.666.825.468.602;2671333376;6;6
1.666.825.468.602;2671235072;6;6
1.666.825.468.602;2671267840;6;6
1.666.825.468.602;2671308800;6;6
1.666.825.468.602;2671587328;6;6
1.666.825.468.602;2671419392;6;6
1.666.825.468.602;2671562752;6;6
1.666.825.468.602;2671628288;6;7
1.666.825.468.602;2692689920;6;7
1.666.825.468.602;2686238720;6;7
1.666.825.468.602;2723631104;6;7
1.666.825.468.602;2731085824;6;7
1.666.825.468.602;2786099200;6;7
1.666.825.468.602;2874523648;6;7
1.666.825.468.602;2883145728;6;7
1.666.825.468.602;2891558912;6;7
1.666.825.468.602;2893729792;6;7
1.666.825.468.602;2893631488;6;7
1.666.825.468.602;2893778944;6;7
1.666.825.468.602;2893729792;6;7
1.666.825.468.602;2893975552;6;7
1.666.825.468.602;2893942784;6;7
1.666.825.468.602;2893950976;6;7
1.666.825.468.602;2893942784;6;7
1.666.825.468.602;2894737408;6;7
1.666.825.468.602;2894761984;6;7
1.666.825.468.602;2895024128;6;7
1.666.825.468.602;2894868480;6;7
1.666.825.468.602;2895491072;6;7
1.666.825.468.602;2895441920;6;7
1.666.825.468.602;2895540224;6;7
