time;memory_free;r_a1;r_a2
1.666.738.395.324;-2683838464;6;6
1.666.738.395.324;-2683678720;6;6
1.666.738.395.324;-2683637760;6;6
1.666.738.395.324;-2683736064;6;6
1.666.738.395.324;-2683564032;6;6
1.666.738.395.324;-2683523072;6;6
1.666.738.395.324;-2683678720;6;6
1.666.738.395.324;-2683772928;6;6
1.666.738.395.324;-2683781120;6;6
1.666.738.395.324;-2683854848;6;6
1.666.738.395.324;-2683920384;6;6
1.666.738.395.324;-2683908096;6;6
1.666.738.395.324;-2683834368;6;6
1.666.738.395.324;-2683875328;6;6
1.666.738.395.324;-2684071936;6;6
1.666.738.395.324;-2683850752;6;6
1.666.738.395.324;-2686246912;6;7
1.666.738.395.324;-2738200576;6;7
1.666.738.395.324;-2692374528;6;7
1.666.738.395.324;-2692284416;6;7
1.666.738.395.324;-2749190144;6;7
1.666.738.395.324;-2859188224;6;7
1.666.738.395.324;-2892390400;6;7
1.666.738.395.324;-2903187456;6;7
1.666.738.395.324;-2905706496;6;7
1.666.738.395.324;-2905989120;6;7
1.666.738.395.324;-2905866240;6;7
1.666.738.395.324;-2906439680;6;7
1.666.738.395.324;-2906333184;6;7
1.666.738.395.324;-2906284032;6;7
1.666.738.395.324;-2906382336;6;7
1.666.738.395.324;-2906931200;6;7
1.666.738.395.324;-2906865664;6;7
1.666.738.395.324;-2906923008;6;7
1.666.738.395.324;-2906988544;6;7
1.666.738.395.324;-2907529216;6;7
1.666.738.395.324;-2907701248;6;7
1.666.738.395.324;-2907660288;6;7
1.666.738.395.324;-2907750400;6;7
1.666.738.395.324;-2908057600;6;7
1.666.738.395.324;-2908008448;6;7
1.666.738.395.324;-2907934720;6;7
1.666.738.395.324;-2908033024;6;7
1.666.738.395.324;-2908033024;6;7
1.666.738.395.324;-2908102656;6;7
1.666.738.395.324;-2908217344;6;7
1.666.738.395.324;-2908151808;6;7
1.666.738.395.324;-2908307456;6;7
1.666.738.395.324;-2907561984;6;7
1.666.738.395.324;-2907676672;6;7
1.666.738.395.324;-2907627520;6;7
1.666.738.395.324;-2907684864;6;7
1.666.738.395.324;-2907709440;6;7
1.666.738.395.324;-2907660288;6;7
1.666.738.395.324;-2907684864;6;7
1.666.738.395.324;-2907561984;6;7
1.666.738.395.324;-2907869184;6;7
1.666.738.395.324;-2907729920;6;7
1.666.738.395.324;-2907779072;6;7
1.666.738.395.324;-2907680768;6;7
1.666.738.395.324;-2907828224;6;7
1.666.738.395.324;-2907852800;6;7
1.666.738.395.324;-2907672576;6;7
1.666.738.395.324;-2908045312;6;7
1.666.738.395.324;-2907820032;6;7
1.666.738.395.324;-2907811840;6;7
1.666.738.395.324;-2907738112;6;7
1.666.738.395.324;-2907938816;6;7
1.666.738.395.324;-2907865088;6;7
1.666.738.395.324;-2907815936;6;7
1.666.738.395.324;-2907840512;6;7
1.666.738.395.324;-2908082176;6;7
1.666.738.395.324;-2908065792;6;7
1.666.738.395.324;-2907951104;6;7
1.666.738.395.324;-2908106752;6;7
1.666.738.395.324;-2907942912;6;7
1.666.738.395.324;-2907959296;7;7
1.666.738.395.324;-2958082048;7;7
1.666.738.395.324;-2961096704;7;7
1.666.738.395.324;-2966675456;7;7
1.666.738.395.324;-2971619328;7;7
1.666.738.395.324;-3038654464;7;7
1.666.738.395.324;-3112919040;7;7
1.666.738.395.324;-3123294208;7;7
1.666.738.395.324;-3128815616;7;7
1.666.738.395.324;-3129380864;7;7
1.666.738.395.324;-3129348096;7;7
1.666.738.395.324;-3129864192;7;7
1.666.738.395.324;-3129790464;7;7
1.666.738.395.324;-3129864192;7;7
1.666.738.395.324;-3129782272;7;7
1.666.738.395.324;-3130183680;7;7
1.666.738.395.324;-3130306560;7;7
1.666.738.395.324;-3130347520;7;7
1.666.738.395.324;-3130306560;7;7
1.666.738.395.324;-3130531840;7;7
1.666.738.395.324;-3130400768;7;7
1.666.738.395.324;-3130580992;7;7
1.666.738.395.324;-3130540032;7;7
1.666.738.395.324;-3130535936;7;7
1.666.738.395.324;-3130658816;7;7
1.666.738.395.324;-3130904576;7;7
1.666.738.395.324;-3130994688;7;7
1.666.738.395.324;-3130994688;7;7
1.666.738.395.324;-3131236352;7;7
1.666.738.395.324;-3131154432;7;7
1.666.738.395.324;-3131310080;7;7
1.666.738.395.324;-3131310080;7;7
1.666.738.395.324;-3131523072;7;7
1.666.738.395.324;-3131572224;7;7
1.666.738.395.324;-3131359232;7;7
1.666.738.395.324;-3131441152;7;7
1.666.738.395.324;-3131416576;7;7
1.666.738.395.324;-3131482112;7;7
1.666.738.395.324;-3131842560;7;7
1.666.738.395.324;-3131793408;7;7
1.666.738.395.324;-3132215296;7;7
1.666.738.395.324;-3132059648;7;7
1.666.738.395.324;-3132149760;7;7
1.666.738.395.324;-3132317696;7;7
1.666.738.395.324;-3132334080;7;7
1.666.738.395.324;-3132243968;7;7
1.666.738.395.324;-3132243968;7;7
1.666.738.395.324;-3132260352;7;7
1.666.738.395.324;-3132334080;7;7
1.666.738.395.324;-3131764736;7;7
1.666.738.395.324;-3131691008;7;7
1.666.738.395.324;-3131682816;7;7
1.666.738.395.324;-3131650048;7;7
1.666.738.395.324;-3131666432;7;7
1.666.738.395.324;-3131748352;7;7
1.666.738.395.324;-3131723776;7;7
1.666.738.395.324;-3131559936;7;7
1.666.738.395.324;-3131707392;7;7
1.666.738.395.324;-3131641856;7;7
1.666.738.395.324;-3131478016;7;7
1.666.738.395.324;-3131691008;7;8
1.666.738.395.324;-3139371008;7;8
1.666.738.395.324;-3143344128;7;8
1.666.738.395.324;-3139530752;7;8
1.666.738.395.324;-3197464576;7;8
1.666.738.395.324;-3239124992;7;8
1.666.738.395.324;-3309694976;7;8
1.666.738.395.324;-3337940992;7;8
1.666.738.395.324;-3344834560;7;8
1.666.738.395.324;-3352207360;7;8
1.666.738.395.324;-3353452544;7;8
1.666.738.395.324;-3354099712;7;8
1.666.738.395.324;-3353985024;7;8
1.666.738.395.324;-3354124288;7;8
1.666.738.395.324;-3353968640;7;8
1.666.738.395.324;-3354583040;7;8
1.666.738.395.324;-3354607616;7;8
1.666.738.395.324;-3354501120;7;8
1.666.738.395.324;-3354509312;7;8
1.666.738.395.324;-3354701824;7;8
1.666.738.395.324;-3354742784;7;8
1.666.738.395.324;-3354734592;7;8
1.666.738.395.324;-3354734592;7;8
1.666.738.395.324;-3354841088;7;8
1.666.738.395.324;-3354718208;7;8
1.666.738.395.324;-3354726400;7;8
1.666.738.395.324;-3354742784;7;8
1.666.738.395.324;-3354742784;7;8
1.666.738.395.324;-3354836992;7;8
1.666.738.395.324;-3354861568;7;8
1.666.738.395.324;-3354738688;7;8
1.666.738.395.324;-3354755072;7;8
1.666.738.395.324;-3354988544;7;8
1.666.738.395.324;-3355054080;7;8
1.666.738.395.324;-3354980352;7;8
1.666.738.395.324;-3354972160;7;8
1.666.738.395.324;-3355074560;7;8
1.666.738.395.324;-3355123712;7;8
1.666.738.395.324;-3355148288;7;8
1.666.738.395.324;-3355131904;7;8
1.666.738.395.324;-3355058176;7;8
1.666.738.395.324;-3355197440;7;8
1.666.738.395.324;-3355066368;7;8
1.666.738.395.324;-3354959872;7;8
1.666.738.395.324;-3355136000;7;8
1.666.738.395.324;-3355193344;7;8
1.666.738.395.324;-3355258880;7;8
1.666.738.395.324;-3355136000;7;8
1.666.738.395.324;-3355308032;7;8
1.666.738.395.324;-3355242496;7;8
1.666.738.395.324;-3355340800;7;8
1.666.738.395.324;-3355500544;7;8
1.666.738.395.324;-3355402240;7;8
1.666.738.395.324;-3355361280;7;8
1.666.738.395.324;-3355353088;7;8
1.666.738.395.324;-3355365376;7;8
1.666.738.395.324;-3355340800;7;8
1.666.738.395.324;-3355398144;7;8
1.666.738.395.324;-3355422720;7;8
1.666.738.395.324;-3355766784;7;8
1.666.738.395.324;-3355611136;8;8
1.666.738.395.324;-3411406848;8;8
1.666.738.395.324;-3406143488;8;8
1.666.738.395.324;-3363979264;8;8
1.666.738.395.324;-3415502848;8;8
1.666.738.395.324;-3420811264;8;8
1.666.738.395.324;-3483901952;8;8
1.666.738.395.324;-3553972224;8;8
1.666.738.395.324;-3562479616;8;8
1.666.738.395.324;-3569156096;8;8
1.666.738.395.324;-3575513088;8;8
1.666.738.395.324;-3577851904;8;8
1.666.738.395.324;-3577917440;8;8
1.666.738.395.324;-3578052608;8;8
1.666.738.395.324;-3578028032;8;8
1.666.738.395.324;-3578601472;8;8
1.666.738.395.324;-3578454016;8;8
1.666.738.395.324;-3578470400;8;8
1.666.738.395.324;-3578404864;8;8
1.666.738.395.324;-3578507264;8;8
1.666.738.395.324;-3578662912;8;8
1.666.738.395.324;-3578621952;8;8
1.666.738.395.324;-3578646528;8;8
1.666.738.395.324;-3578912768;8;8
1.666.738.395.324;-3579027456;8;8
1.666.738.395.324;-3578994688;8;8
1.666.738.395.324;-3578945536;8;8
1.666.738.395.324;-3579543552;8;8
1.666.738.395.324;-3579543552;8;8
1.666.738.395.324;-3579367424;8;8
1.666.738.395.324;-3579416576;8;8
1.666.738.395.324;-3579334656;8;8
1.666.738.395.324;-3579629568;8;8
1.666.738.395.324;-3579604992;8;8
1.666.738.395.324;-3579604992;8;8
1.666.738.395.324;-3579621376;8;8
1.666.738.395.324;-3579637760;8;8
1.666.738.395.324;-3579670528;8;8
1.666.738.395.324;-3579539456;8;8
1.666.738.395.324;-3579703296;8;8
1.666.738.395.324;-3579731968;8;8
1.666.738.395.324;-3579863040;8;8
1.666.738.395.324;-3579764736;8;8
1.666.738.395.324;-3579883520;8;8
1.666.738.395.324;-3579793408;8;8
1.666.738.395.324;-3579826176;8;8
1.666.738.395.324;-3579924480;8;8
1.666.738.395.324;-3579781120;8;8
1.666.738.395.324;-3579879424;8;8
1.666.738.395.324;-3580170240;8;8
1.666.738.395.324;-3580145664;8;8
1.666.738.395.324;-3580661760;8;8
1.666.738.395.324;-3580588032;8;8
1.666.738.395.324;-3580555264;8;8
1.666.738.395.324;-3580547072;8;8
1.666.738.395.324;-3580665856;8;8
1.666.738.395.324;-3580698624;8;8
1.666.738.395.324;-3580690432;8;8
1.666.738.395.324;-3580854272;8;8
1.666.738.395.324;-3580780544;8;8
1.666.738.395.324;-3580903424;8;9
1.666.738.395.324;-3589931008;8;9
1.666.738.395.324;-3591499776;8;9
1.666.738.395.324;-3629875200;8;9
1.666.738.395.324;-3638906880;8;9
1.666.738.395.324;-3642904576;8;9
1.666.738.395.324;-3693096960;8;9
1.666.738.395.324;-3748229120;8;9
1.666.738.395.324;-3780575232;8;9
1.666.738.395.324;-3804332032;8;9
1.666.738.395.324;-3791220736;8;9
1.666.738.395.324;-3798679552;8;9
1.666.738.395.324;-3801047040;8;9
1.666.738.395.324;-3801600000;8;9
1.666.738.395.324;-3801722880;8;9
1.666.738.395.324;-3801948160;8;9
1.666.738.395.324;-3802087424;8;9
1.666.738.395.324;-3802112000;8;9
1.666.738.395.324;-3801948160;8;9
1.666.738.395.324;-3802394624;8;9
1.666.738.395.324;-3802353664;8;9
1.666.738.395.324;-3802501120;8;9
1.666.738.395.324;-3802599424;8;9
1.666.738.395.324;-3802595328;8;9
1.666.738.395.324;-3802464256;8;9
1.666.738.395.324;-3802480640;8;9
1.666.738.395.324;-3802480640;8;9
1.666.738.395.324;-3802505216;8;9
1.666.738.395.324;-3802648576;8;9
1.666.738.395.324;-3802779648;8;9
1.666.738.395.324;-3802615808;8;9
1.666.738.395.324;-3802820608;8;9
1.666.738.395.324;-3802943488;8;9
1.666.738.395.324;-3802783744;8;9
1.666.738.395.324;-3802808320;8;9
1.666.738.395.324;-3802783744;8;9
1.666.738.395.324;-3802951680;8;9
1.666.738.395.324;-3802910720;8;9
1.666.738.395.324;-3802968064;8;9
1.666.738.395.324;-3802877952;8;9
1.666.738.395.324;-3803283456;8;9
1.666.738.395.324;-3803365376;8;9
1.666.738.395.324;-3803357184;8;9
1.666.738.395.324;-3803443200;8;9
1.666.738.395.324;-3804356608;8;9
1.666.738.395.324;-3804274688;8;9
1.666.738.395.324;-3804323840;8;9
1.666.738.395.324;-3804758016;8;9
1.666.738.395.324;-3804684288;8;9
1.666.738.395.324;-3804741632;8;9
1.666.738.395.324;-3805036544;8;9
1.666.738.395.324;-3804966912;8;9
1.666.738.395.324;-3804811264;8;9
1.666.738.395.324;-3804966912;8;9
1.666.738.395.324;-3804835840;8;9
1.666.738.395.324;-3805224960;8;9
1.666.738.395.324;-3805118464;8;9
1.666.738.395.324;-3805061120;8;9
1.666.738.395.324;-3805028352;8;9
1.666.738.395.324;-3805093888;8;9
1.666.738.395.324;-3805102080;9;9
1.666.738.395.324;-3811295232;9;9
1.666.738.395.324;-3813736448;9;9
1.666.738.395.324;-3817529344;9;9
1.666.738.395.324;-3824893952;9;9
1.666.738.395.324;-3865001984;9;9
1.666.738.395.324;-3869241344;9;9
1.666.738.395.324;-3915063296;9;9
1.666.738.395.324;-3934203904;9;9
1.666.738.395.324;-3987243008;9;9
1.666.738.395.324;-4025643008;9;9
1.666.738.395.324;-4024332288;9;9
1.666.738.395.324;-4015472640;9;9
1.666.738.395.324;-4023332864;9;9
1.666.738.395.324;-4025516032;9;9
1.666.738.395.324;-4027621376;9;9
1.666.738.395.324;-4027752448;9;9
1.666.738.395.324;-4027924480;9;9
1.666.738.395.324;-4027817984;9;9
1.666.738.395.324;-4028227584;9;9
1.666.738.395.324;-4028104704;9;9
1.666.738.395.324;-4028137472;9;9
1.666.738.395.324;-4027957248;9;9
1.666.738.395.324;-4028137472;9;9
1.666.738.395.324;-4028104704;9;9
1.666.738.395.324;-4028669952;9;9
1.666.738.395.324;-4028669952;9;9
1.666.738.395.324;-4028780544;9;9
1.666.738.395.324;-4029247488;9;9
1.666.738.395.324;-4029288448;9;9
1.666.738.395.324;-4029378560;9;9
1.666.738.395.324;-4029190144;9;9
1.666.738.395.324;-4029607936;9;9
1.666.738.395.324;-4029607936;9;9
1.666.738.395.324;-4029403136;9;9
1.666.738.395.324;-4029444096;9;9
1.666.738.395.324;-4029460480;9;9
1.666.738.395.324;-4029599744;9;9
1.666.738.395.324;-4029460480;9;9
1.666.738.395.324;-4029444096;9;9
1.666.738.395.324;-4029825024;9;9
1.666.738.395.324;-4029685760;9;9
1.666.738.395.324;-4029693952;9;9
1.666.738.395.324;-4029919232;9;9
1.666.738.395.324;-4029788160;9;9
1.666.738.395.324;-4029812736;9;9
1.666.738.395.324;-4029845504;9;9
1.666.738.395.324;-4029853696;9;9
1.666.738.395.324;-4029640704;9;9
1.666.738.395.324;-4029837312;9;9
1.666.738.395.324;-4029353984;9;9
1.666.738.395.324;-4029321216;9;9
1.666.738.395.324;-4029239296;9;9
1.666.738.395.324;-4029329408;9;9
1.666.738.395.324;-4029288448;9;9
1.666.738.395.324;-4029472768;9;9
1.666.738.395.324;-4029497344;9;9
1.666.738.395.324;-4029440000;9;9
1.666.738.395.324;-4029440000;9;9
1.666.738.395.324;-4029407232;9;9
1.666.738.395.324;-4029505536;9;9
1.666.738.395.324;-4038778880;9;10
1.666.738.395.324;-4074639360;9;10
1.666.738.395.324;-4086259712;9;10
1.666.738.395.324;-4079751168;9;10
1.666.738.395.324;-4039290880;9;10
1.666.738.395.324;-4104830976;9;10
1.666.738.395.324;-4095660032;9;10
1.666.738.395.324;-4142444544;9;10
1.666.738.395.324;-4159004672;9;10
1.666.738.395.324;-4209795072;9;10
1.666.738.395.324;-4231573504;9;10
1.666.738.395.324;-4248715264;9;10
1.666.738.395.324;-4245536768;9;10
1.666.738.395.324;-4243582976;9;10
1.666.738.395.324;-4244164608;9;10
1.666.738.395.324;-4248858624;9;10
1.666.738.395.324;-4250775552;9;10
1.666.738.395.324;-4252794880;9;10
1.666.738.395.324;-4252360704;9;10
1.666.738.395.324;-4252336128;9;10
1.666.738.395.324;-4252344320;9;10
1.666.738.395.324;-4252442624;9;10
1.666.738.395.324;-4252295168;9;10
1.666.738.395.324;-4252295168;9;10
1.666.738.395.324;-4252499968;9;10
1.666.738.395.324;-4252254208;9;10
1.666.738.395.324;-4252401664;9;10
1.666.738.395.324;-4252528640;9;10
1.666.738.395.324;-4252528640;9;10
1.666.738.395.324;-4252520448;9;10
1.666.738.395.324;-4252569600;9;10
1.666.738.395.324;-4252848128;9;10
1.666.738.395.324;-4252741632;9;10
1.666.738.395.324;-4252741632;9;10
1.666.738.395.324;-4252815360;9;10
1.666.738.395.324;-4253323264;9;10
1.666.738.395.324;-4253347840;9;10
1.666.738.395.324;-4253356032;9;10
1.666.738.395.324;-4253573120;9;10
1.666.738.395.324;-4253315072;9;10
1.666.738.395.324;-4253192192;9;10
1.666.738.395.324;-4253184000;9;10
1.666.738.395.324;-4253491200;9;10
1.666.738.395.324;-4253499392;9;10
1.666.738.395.324;-4253720576;9;10
1.666.738.395.324;-4253409280;9;10
1.666.738.395.324;-4253442048;9;10
1.666.738.395.324;-4253253632;9;10
1.666.738.395.324;-4253163520;9;10
1.666.738.395.324;-4253306880;9;10
1.666.738.395.324;-4253249536;9;10
1.666.738.395.324;-4253339648;9;10
1.666.738.395.324;-4253347840;9;10
1.666.738.395.324;-4253331456;9;10
1.666.738.395.324;-4253241344;9;10
1.666.738.395.324;-4253470720;9;10
1.666.738.395.324;-4253298688;9;10
1.666.738.395.324;-4253372416;9;10
1.666.738.395.324;-4253192192;9;10
1.666.738.395.324;-4253298688;9;10
1.666.738.395.324;-4258861056;10;10
1.666.738.395.324;-4312010752;10;10
1.666.738.395.324;-4312178688;10;10
1.666.738.395.324;-4280791040;10;10
1.666.738.395.324;-4261232640;10;10
1.666.738.395.324;-4266336256;10;10
1.666.738.395.324;-4315885568;10;10
1.666.738.395.324;-4318142464;10;10
1.666.738.395.324;-4319469568;10;10
1.666.738.395.324;-4361187328;10;10
1.666.738.395.324;-4371247104;10;10
1.666.738.395.324;-4382679040;10;10
1.666.738.395.324;-4421873664;10;10
1.666.738.395.324;-4435238912;10;10
1.666.738.395.324;-4455854080;10;10
1.666.738.395.324;-4463636480;10;10
1.666.738.395.324;-4458315776;10;10
1.666.738.395.324;-4463996928;10;10
1.666.738.395.324;-4463996928;10;10
1.666.738.395.324;-4461871104;10;10
1.666.738.395.324;-4463710208;10;10
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
