time;memory_free;r_a1;r_a2
1.666.775.481.803;-8667136;2;2
1.666.775.481.803;-8732672;2;3
1.666.775.481.803;-8568832;2;3
1.666.775.481.803;-8347648;2;3
1.666.775.481.803;-8380416;2;3
1.666.775.481.803;-8445952;2;3
1.666.775.481.803;-8282112;2;3
1.666.775.481.803;-8314880;2;3
1.666.775.481.803;-8761344;2;3
1.666.775.481.803;-8794112;2;3
1.666.775.481.803;-8695808;2;3
1.666.775.481.803;-8728576;2;3
1.666.775.481.803;-8728576;2;3
1.666.775.481.803;-8536064;2;3
1.666.775.481.803;-8568832;2;3
1.666.775.481.803;-8634368;2;3
1.666.775.481.803;-8634368;2;3
1.666.775.481.803;-8699904;2;3
1.666.775.481.803;-8409088;2;3
1.666.775.481.803;-8380416;2;3
1.666.775.481.803;-8347648;2;3
1.666.775.481.803;-8445952;2;3
1.666.775.481.803;-8314880;2;3
1.666.775.481.803;-8728576;2;3
1.666.775.481.803;-8761344;2;3
1.666.775.481.803;-8794112;2;3
1.666.775.481.803;-8663040;2;3
1.666.775.481.803;-8728576;2;3
1.666.775.481.803;-8507392;2;3
1.666.775.481.803;-8572928;2;3
1.666.775.481.803;-8441856;2;3
1.666.775.481.803;-8347648;2;3
1.666.775.481.803;-8347648;2;3
1.666.775.481.803;-8413184;2;3
1.666.775.481.803;-8568832;2;3
1.666.775.481.803;-8568832;2;3
1.666.775.481.803;-8568832;2;3
1.666.775.481.803;-8634368;2;3
1.666.775.481.803;-8667136;2;3
1.666.775.481.803;-8409088;2;3
1.666.775.481.803;-8441856;2;3
1.666.775.481.803;-8507392;2;3
1.666.775.481.803;-8540160;2;3
1.666.775.481.803;-8572928;2;3
1.666.775.481.803;-8441856;2;3
1.666.775.481.803;-8507392;2;3
1.666.775.481.803;-8540160;2;3
1.666.775.481.803;-8445952;2;3
1.666.775.481.803;-8314880;2;3
1.666.775.481.803;-8728576;2;3
1.666.775.481.803;-8794112;2;3
1.666.775.481.803;-8794112;2;3
1.666.775.481.803;-8663040;2;3
1.666.775.481.803;-8663040;2;3
1.666.775.481.803;-8761344;2;3
1.666.775.481.803;-8445952;2;3
1.666.775.481.803;-8282112;2;3
1.666.775.481.803;-8347648;2;3
1.666.775.481.803;-8380416;2;3
1.666.775.481.803;-8445952;2;3
1.666.775.481.803;-8409088;2;3
1.666.775.481.803;-8474624;3;3
1.666.775.481.803;-8507392;3;3
1.666.775.481.803;-8540160;3;3
1.666.775.481.803;-8409088;3;3
1.666.775.481.803;-8663040;3;3
1.666.775.481.803;-8761344;3;3
1.666.775.481.803;-8761344;3;3
1.666.775.481.803;-8826880;3;3
1.666.775.481.803;-8728576;3;3
1.666.775.481.803;-8634368;3;3
1.666.775.481.803;-8634368;3;3
1.666.775.481.803;-8634368;3;3
1.666.775.481.803;-8732672;3;3
1.666.775.481.803;-8536064;3;3
1.666.775.481.803;-8634368;3;3
1.666.775.481.803;-8667136;3;3
1.666.775.481.803;-8605696;3;3
1.666.775.481.803;-8376320;3;3
1.666.775.481.803;-8474624;3;3
1.666.775.481.803;-8413184;3;3
1.666.775.481.803;-8445952;3;3
1.666.775.481.803;-8695808;3;3
1.666.775.481.803;-8728576;3;3
1.666.775.481.803;-8761344;3;3
1.666.775.481.803;-8794112;3;3
1.666.775.481.803;-8663040;3;3
1.666.775.481.803;-8568832;3;3
1.666.775.481.803;-8601600;3;3
1.666.775.481.803;-8667136;3;3
1.666.775.481.803;-8699904;3;3
1.666.775.481.803;-8568832;3;3
1.666.775.481.803;-8601600;3;3
1.666.775.481.803;-8634368;3;3
1.666.775.481.803;-8667136;3;3
1.666.775.481.803;-8568832;3;3
1.666.775.481.803;-8474624;3;3
1.666.775.481.803;-8474624;3;3
1.666.775.481.803;-8478720;3;3
1.666.775.481.803;-8314880;3;3
1.666.775.481.803;-8347648;3;3
1.666.775.481.803;-8380416;3;3
1.666.775.481.803;-8445952;3;3
1.666.775.481.803;-8572928;3;3
1.666.775.481.803;-8441856;3;3
1.666.775.481.803;-8507392;3;3
1.666.775.481.803;-8540160;3;3
1.666.775.481.803;-8589312;3;3
1.666.775.481.803;-8409088;3;3
1.666.775.481.803;-8474624;3;3
1.666.775.481.803;-8540160;3;3
1.666.775.481.803;-8572928;3;3
1.666.775.481.803;-8409088;3;3
1.666.775.481.803;-8728576;3;3
1.666.775.481.803;-8761344;3;3
1.666.775.481.803;-8794112;3;3
1.666.775.481.803;-8695808;3;3
1.666.775.481.803;-8695808;3;3
1.666.775.481.803;-8761344;3;3
1.666.775.481.803;-8413184;3;3
1.666.775.481.803;-8445952;3;3
1.666.775.481.803;-8314880;3;4
1.666.775.481.803;-8380416;3;4
1.666.775.481.803;-8445952;3;4
1.666.775.481.803;-8732672;3;4
1.666.775.481.803;-8568832;3;4
1.666.775.481.803;-8601600;3;4
1.666.775.481.803;-8667136;3;4
1.666.775.481.803;-8732672;3;4
1.666.775.481.803;-8663040;3;4
1.666.775.481.803;-8728576;3;4
1.666.775.481.803;-8794112;3;4
1.666.775.481.803;-8794112;3;4
1.666.775.481.803;-8695808;3;4
1.666.775.481.803;-8601600;3;4
1.666.775.481.803;-8507392;3;4
1.666.775.481.803;-8540160;3;4
1.666.775.481.803;-8409088;3;4
1.666.775.481.803;-8474624;3;4
1.666.775.481.803;-8507392;3;4
1.666.775.481.803;-8953856;3;4
1.666.775.481.803;-8790016;3;4
1.666.775.481.803;-8855552;3;4
1.666.775.481.803;-8888320;3;4
1.666.775.481.803;-8921088;3;4
1.666.775.481.803;-8826880;3;4
1.666.775.481.803;-8663040;3;4
1.666.775.481.803;-8695808;3;4
1.666.775.481.803;-8761344;3;4
1.666.775.481.803;-8826880;3;4
1.666.775.481.803;-8441856;3;4
1.666.775.481.803;-8474624;3;4
1.666.775.481.803;-8474624;3;4
1.666.775.481.803;-8572928;3;4
1.666.775.481.803;-8409088;3;4
1.666.775.481.803;-8601600;3;4
1.666.775.481.803;-8667136;3;4
1.666.775.481.803;-8699904;3;4
1.666.775.481.803;-8568832;3;4
1.666.775.481.803;-8568832;3;4
1.666.775.481.803;-8634368;3;4
1.666.775.481.803;-8699904;3;4
1.666.775.481.803;-8732672;3;4
1.666.775.481.803;-8441856;3;4
1.666.775.481.803;-8474624;3;4
1.666.775.481.803;-8572928;3;4
1.666.775.481.803;-8572928;3;4
1.666.775.481.803;-8441856;3;4
1.666.775.481.803;-8507392;3;4
1.666.775.481.803;-8540160;3;4
1.666.775.481.803;-8605696;3;4
1.666.775.481.803;-8155136;3;4
1.666.775.481.803;-8253440;3;4
1.666.775.481.803;-8286208;3;4
1.666.775.481.803;-8351744;3;4
1.666.775.481.803;-8220672;3;4
1.666.775.481.803;-8568832;3;4
1.666.775.481.803;-8667136;3;4
1.666.775.481.803;-8699904;3;4
1.666.775.481.803;-8536064;3;4
1.666.775.481.803;-8601600;3;4
1.666.775.481.803;-8728576;4;4
1.666.775.481.803;-8826880;4;4
1.666.775.481.803;-8663040;4;4
1.666.775.481.803;-8728576;4;4
1.666.775.481.803;-8728576;4;4
1.666.775.481.803;-8790016;4;4
1.666.775.481.803;-8663040;4;4
1.666.775.481.803;-8695808;4;4
1.666.775.481.803;-8728576;4;4
1.666.775.481.803;-8794112;4;4
1.666.775.481.803;-8859648;4;4
1.666.775.481.803;-8663040;4;4
1.666.775.481.803;-8728576;4;4
1.666.775.481.803;-8761344;4;4
1.666.775.481.803;-8667136;4;4
1.666.775.481.803;-8536064;4;4
1.666.775.481.803;-8695808;4;4
1.666.775.481.803;-8761344;4;4
1.666.775.481.803;-8826880;4;4
1.666.775.481.803;-8695808;4;4
1.666.775.481.803;-8761344;4;4
1.666.775.481.803;-8634368;4;4
1.666.775.481.803;-8540160;4;4
1.666.775.481.803;-8409088;4;4
1.666.775.481.803;-8441856;4;4
1.666.775.481.803;-8507392;4;4
1.666.775.481.803;-8953856;4;4
1.666.775.481.803;-8953856;4;4
1.666.775.481.803;-8822784;4;4
1.666.775.481.803;-8790016;4;4
1.666.775.481.803;-8888320;4;4
1.666.775.481.803;-8888320;4;4
1.666.775.481.803;-8859648;4;4
1.666.775.481.803;-8695808;4;4
1.666.775.481.803;-8728576;4;4
1.666.775.481.803;-8794112;4;4
1.666.775.481.803;-8794112;4;4
1.666.775.481.803;-8568832;4;4
1.666.775.481.803;-8601600;4;4
1.666.775.481.803;-8507392;4;4
1.666.775.481.803;-8572928;4;4
1.666.775.481.803;-8441856;4;4
1.666.775.481.803;-8441856;4;4
1.666.775.481.803;-8601600;4;4
1.666.775.481.803;-8667136;4;4
1.666.775.481.803;-8699904;4;4
1.666.775.481.803;-8536064;4;4
1.666.775.481.803;-8568832;4;4
1.666.775.481.803;-8728576;4;4
1.666.775.481.803;-8761344;4;4
1.666.775.481.803;-8663040;4;4
1.666.775.481.803;-8663040;4;4
1.666.775.481.803;-8761344;4;4
1.666.775.481.803;-8794112;4;4
1.666.775.481.803;-8663040;4;4
1.666.775.481.803;-8695808;4;4
1.666.775.481.803;-8794112;4;4
1.666.775.481.803;-8794112;4;4
1.666.775.481.803;-8695808;4;4
1.666.775.481.803;-8474624;4;4
1.666.775.481.803;-8507392;4;5
1.666.775.481.803;-8572928;4;5
1.666.775.481.803;-8237056;4;5
1.666.775.481.803;-8441856;4;5
1.666.775.481.803;-8761344;4;5
1.666.775.481.803;-8794112;4;5
1.666.775.481.803;-8810496;4;5
1.666.775.481.803;-8663040;4;5
1.666.775.481.803;-8761344;4;5
1.666.775.481.803;-8761344;4;5
1.666.775.481.803;-8826880;4;5
1.666.775.481.803;-8663040;4;5
1.666.775.481.803;-8728576;4;5
1.666.775.481.803;-8761344;4;5
1.666.775.481.803;-8540160;4;5
1.666.775.481.803;-8605696;4;5
1.666.775.481.803;-8409088;4;5
1.666.775.481.803;-8507392;4;5
1.666.775.481.803;-8572928;4;5
1.666.775.481.803;-8568832;4;5
1.666.775.481.803;-8568832;4;5
1.666.775.481.803;-8634368;4;5
1.666.775.481.803;-8699904;4;5
1.666.775.481.803;-8699904;4;5
1.666.775.481.803;-8282112;4;5
1.666.775.481.803;-8380416;4;5
1.666.775.481.803;-8286208;4;5
1.666.775.481.803;-8318976;4;5
1.666.775.481.803;-8155136;4;5
1.666.775.481.803;-8220672;4;5
1.666.775.481.803;-8634368;4;5
1.666.775.481.803;-8699904;4;5
1.666.775.481.803;-8503296;4;5
1.666.775.481.803;-8568832;4;5
1.666.775.481.803;-8507392;4;5
1.666.775.481.803;-8888320;4;5
1.666.775.481.803;-8822784;4;5
1.666.775.481.803;-8822784;4;5
1.666.775.481.803;-8888320;4;5
1.666.775.481.803;-8921088;4;5
1.666.775.481.803;-8953856;4;5
1.666.775.481.803;-8790016;4;5
1.666.775.481.803;-8728576;4;5
1.666.775.481.803;-8761344;4;5
1.666.775.481.803;-8794112;4;5
1.666.775.481.803;-8536064;4;5
1.666.775.481.803;-8409088;4;5
1.666.775.481.803;-8507392;4;5
1.666.775.481.803;-8572928;4;5
1.666.775.481.803;-8441856;4;5
1.666.775.481.803;-8601600;4;5
1.666.775.481.803;-8634368;4;5
1.666.775.481.803;-8667136;4;5
1.666.775.481.803;-8536064;4;5
1.666.775.481.803;-8601600;4;5
1.666.775.481.803;-8667136;4;5
1.666.775.481.803;-8794112;4;5
1.666.775.481.803;-8695808;4;5
1.666.775.481.803;-8695808;4;5
1.666.775.481.803;-8761344;4;5
1.666.775.481.803;-8826880;5;5
1.666.775.481.803;-8826880;5;5
1.666.775.481.803;-8695808;5;5
1.666.775.481.803;-8761344;5;5
1.666.775.481.803;-8794112;5;5
1.666.775.481.803;-8826880;5;5
1.666.775.481.803;-8441856;5;5
1.666.775.481.803;-8507392;5;5
1.666.775.481.803;-8507392;5;5
1.666.775.481.803;-8572928;5;5
1.666.775.481.803;-8441856;5;5
1.666.775.481.803;-8441856;5;5
1.666.775.481.803;-8540160;5;5
1.666.775.481.803;-8540160;5;5
1.666.775.481.803;-8409088;5;5
1.666.775.481.803;-8441856;5;5
1.666.775.481.803;-8474624;5;5
1.666.775.481.803;-8761344;5;5
1.666.775.481.803;-8859648;5;5
1.666.775.481.803;-8663040;5;5
1.666.775.481.803;-8728576;5;5
1.666.775.481.803;-8826880;5;5
1.666.775.481.803;-8572928;5;5
1.666.775.481.803;-8441856;5;5
1.666.775.481.803;-8474624;5;5
1.666.775.481.803;-8540160;5;5
1.666.775.481.803;-8572928;5;5
1.666.775.481.803;-8695808;5;5
1.666.775.481.803;-8695808;5;5
1.666.775.481.803;-8728576;5;5
1.666.775.481.803;-8794112;5;5
1.666.775.481.803;-8826880;5;5
1.666.775.481.803;-8441856;5;5
1.666.775.481.803;-8474624;5;5
1.666.775.481.803;-8413184;5;5
1.666.775.481.803;-8445952;5;5
1.666.775.481.803;-8314880;5;5
1.666.775.481.803;-8347648;5;5
1.666.775.481.803;-8761344;5;5
1.666.775.481.803;-8794112;5;5
1.666.775.481.803;-8695808;5;5
1.666.775.481.803;-8695808;5;5
1.666.775.481.803;-8761344;5;5
1.666.775.481.803;-8667136;5;5
1.666.775.481.803;-8667136;5;5
1.666.775.481.803;-8568832;5;5
1.666.775.481.803;-8474624;5;5
1.666.775.481.803;-8507392;5;5
1.666.775.481.803;-8826880;5;5
1.666.775.481.803;-8695808;5;5
1.666.775.481.803;-8695808;5;5
1.666.775.481.803;-8728576;5;5
1.666.775.481.803;-8728576;5;5
1.666.775.481.803;-8794112;5;5
1.666.775.481.803;-8663040;5;5
1.666.775.481.803;-8761344;5;5
1.666.775.481.803;-8794112;5;5
1.666.775.481.803;-8826880;5;5
1.666.775.481.803;-8663040;5;5
1.666.775.481.803;-8728576;5;5
1.666.775.481.803;-8761344;5;6
1.666.775.481.803;-8826880;5;6
1.666.775.481.803;-8663040;5;6
1.666.775.481.803;-8695808;5;6
1.666.775.481.803;-8634368;5;6
1.666.775.481.803;-8699904;5;6
1.666.775.481.803;-8732672;5;6
1.666.775.481.803;-8474624;5;6
1.666.775.481.803;-8507392;5;6
1.666.775.481.803;-8540160;5;6
1.666.775.481.803;-8826880;5;6
1.666.775.481.803;-8695808;5;6
1.666.775.481.803;-8761344;5;6
1.666.775.481.803;-8761344;5;6
1.666.775.481.803;-8826880;5;6
1.666.775.481.803;-8568832;5;6
1.666.775.481.803;-8601600;5;6
1.666.775.481.803;-8634368;5;6
1.666.775.481.803;-8667136;5;6
1.666.775.481.803;-8409088;5;6
1.666.775.481.803;-8474624;5;6
1.666.775.481.803;-8540160;5;6
1.666.775.481.803;-8572928;5;6
1.666.775.481.803;-8441856;5;6
1.666.775.481.803;-8441856;5;6
1.666.775.481.803;-8507392;5;6
1.666.775.481.803;-4722688;5;6
1.666.775.481.803;-8605696;5;6
1.666.775.481.803;-8474624;5;6
1.666.775.481.803;-8474624;5;6
1.666.775.481.803;-8396800;5;6
1.666.775.481.803;-8663040;5;6
1.666.775.481.803;-8695808;5;6
1.666.775.481.803;-8728576;5;6
1.666.775.481.803;-8794112;5;6
1.666.775.481.803;-8826880;5;6
1.666.775.481.803;-8441856;5;6
1.666.775.481.803;-8507392;5;6
1.666.775.481.803;-8413184;5;6
1.666.775.481.803;-8445952;5;6
1.666.775.481.803;-8314880;5;6
1.666.775.481.803;-8474624;5;6
1.666.775.481.803;-8540160;5;6
1.666.775.481.803;-8572928;5;6
1.666.775.481.803;-8409088;5;6
1.666.775.481.803;-8474624;5;6
1.666.775.481.803;-7966720;5;6
1.666.775.481.803;-8032256;5;6
1.666.775.481.803;-7933952;5;6
1.666.775.481.803;-7933952;5;6
1.666.775.481.803;-8032256;5;6
1.666.775.481.803;-8032256;5;6
1.666.775.481.803;-8859648;5;6
1.666.775.481.803;-8695808;5;6
1.666.775.481.803;-8794112;5;6
1.666.775.481.803;-8794112;5;6
1.666.775.481.803;-8859648;5;6
1.666.775.481.803;-8695808;5;6
1.666.775.481.803;-8761344;5;6
1.666.775.481.803;-8826880;5;6
1.666.775.481.803;-8663040;6;6
1.666.775.481.803;-8695808;6;6
1.666.775.481.803;-8507392;6;6
1.666.775.481.803;-8572928;6;6
1.666.775.481.803;-8572928;6;6
1.666.775.481.803;-8441856;6;6
1.666.775.481.803;-8474624;6;6
1.666.775.481.803;-8507392;6;6
1.666.775.481.803;-8605696;6;6
1.666.775.481.803;-8409088;6;6
1.666.775.481.803;-8474624;6;6
1.666.775.481.803;-8474624;6;6
1.666.775.481.803;-8572928;6;6
1.666.775.481.803;-8409088;6;6
1.666.775.481.803;-8441856;6;6
1.666.775.481.803;-8507392;6;6
1.666.775.481.803;-8540160;6;6
1.666.775.481.803;-8605696;6;6
1.666.775.481.803;-8568832;6;6
1.666.775.481.803;-8634368;6;6
1.666.775.481.803;-8634368;6;6
1.666.775.481.803;-8699904;6;6
1.666.775.481.803;-8503296;6;6
1.666.775.481.803;-8601600;6;6
1.666.775.481.803;-8667136;6;6
1.666.775.481.803;-8732672;6;6
1.666.775.481.803;-8409088;6;6
1.666.775.481.803;-8507392;6;6
1.666.775.481.803;-8761344;6;6
1.666.775.481.803;-8826880;6;6
1.666.775.481.803;-8663040;6;6
1.666.775.481.803;-8695808;6;6
1.666.775.481.803;-8728576;6;6
1.666.775.481.803;-8667136;6;6
1.666.775.481.803;-8699904;6;6
1.666.775.481.803;-8536064;6;6
1.666.775.481.803;-8634368;6;6
1.666.775.481.803;-8634368;6;6
1.666.775.481.803;-8699904;6;6
1.666.775.481.803;-8695808;6;6
1.666.775.481.803;-8728576;6;6
1.666.775.481.803;-8728576;6;6
1.666.775.481.803;-8663040;6;6
1.666.775.481.803;-8728576;6;6
1.666.775.481.803;-8695808;6;6
1.666.775.481.803;-8761344;6;6
1.666.775.481.803;-8605696;6;6
1.666.775.481.803;-8441856;6;6
1.666.775.481.803;-8761344;6;6
1.666.775.481.803;-8794112;6;6
1.666.775.481.803;-8826880;6;6
1.666.775.481.803;-8663040;6;6
1.666.775.481.803;-8728576;6;6
1.666.775.481.803;-8761344;6;6
1.666.775.481.803;-8732672;6;6
1.666.775.481.803;-8568832;6;6
1.666.775.481.803;-8601600;6;6
1.666.775.481.803;-8634368;6;6
1.666.775.481.803;-8699904;6;6
1.666.775.481.803;-8536064;6;6
1.666.775.481.803;-8568832;6;7
1.666.775.481.803;-8634368;6;7
1.666.775.481.803;-8413184;6;7
1.666.775.481.803;-8445952;6;7
1.666.775.481.803;-8695808;6;7
1.666.775.481.803;-8761344;6;7
1.666.775.481.803;-8794112;6;7
1.666.775.481.803;-8826880;6;7
1.666.775.481.803;-8695808;6;7
1.666.775.481.803;-8601600;6;7
1.666.775.481.803;-8413184;6;7
