time;memory_free;r_a1;r_a2
1.666.876.000.581;662970368;1;2
1.666.876.000.581;662966272;1;2
1.666.876.000.581;663097344;1;2
1.666.876.000.581;662904832;1;2
1.666.876.000.581;663003136;1;2
1.666.876.000.581;662937600;1;2
1.666.876.000.581;662904832;1;2
1.666.876.000.581;662872064;1;2
1.666.876.000.581;662806528;1;2
1.666.876.000.581;663031808;1;2
1.666.876.000.581;662999040;1;2
1.666.876.000.581;662876160;1;2
1.666.876.000.581;662585344;1;2
1.666.876.000.581;662683648;1;2
1.666.876.000.581;662650880;1;2
1.666.876.000.581;662716416;1;2
1.666.876.000.581;662683648;1;2
1.666.876.000.581;662585344;1;2
1.666.876.000.581;662749184;1;2
1.666.876.000.581;662716416;1;2
1.666.876.000.581;662749184;1;2
1.666.876.000.581;662650880;1;2
1.666.876.000.581;662585344;1;2
1.666.876.000.581;662716416;1;2
1.666.876.000.581;662618112;1;2
1.666.876.000.581;662843392;1;2
1.666.876.000.581;662810624;1;2
1.666.876.000.581;662810624;1;2
1.666.876.000.581;662777856;1;2
1.666.876.000.581;662872064;1;2
1.666.876.000.581;663003136;1;2
1.666.876.000.581;720871424;2;2
1.666.876.000.581;719273984;2;2
1.666.876.000.581;779280384;2;2
1.666.876.000.581;874184704;2;2
1.666.876.000.581;882733056;2;2
1.666.876.000.581;883015680;2;2
1.666.876.000.581;884191232;2;2
1.666.876.000.581;884256768;2;2
1.666.876.000.581;884191232;2;2
1.666.876.000.581;884289536;2;2
1.666.876.000.581;884322304;2;2
1.666.876.000.581;884224000;2;2
1.666.876.000.581;884322304;2;2
1.666.876.000.581;884224000;2;2
1.666.876.000.581;885305344;2;2
1.666.876.000.581;885207040;2;2
1.666.876.000.581;885207040;2;2
1.666.876.000.581;885305344;2;2
1.666.876.000.581;885473280;2;2
1.666.876.000.581;885301248;2;2
1.666.876.000.581;885268480;2;2
1.666.876.000.581;885366784;2;2
1.666.876.000.581;885268480;2;2
1.666.876.000.581;885399552;2;2
1.666.876.000.581;885334016;2;2
1.666.876.000.581;885272576;2;2
1.666.876.000.581;885338112;2;2
1.666.876.000.581;885272576;2;2
1.666.876.000.581;885305344;2;2
1.666.876.000.581;885305344;2;2
1.666.876.000.581;885334016;2;2
1.666.876.000.581;885334016;2;2
1.666.876.000.581;885399552;2;2
1.666.876.000.581;885399552;2;2
1.666.876.000.581;885239808;2;2
1.666.876.000.581;885338112;2;2
1.666.876.000.581;885239808;2;2
1.666.876.000.581;885338112;2;2
1.666.876.000.581;885592064;2;2
1.666.876.000.581;885526528;2;2
1.666.876.000.581;885305344;2;2
1.666.876.000.581;885338112;2;2
1.666.876.000.581;885338112;2;2
1.666.876.000.581;885305344;2;2
1.666.876.000.581;885305344;2;2
1.666.876.000.581;885174272;2;2
1.666.876.000.581;885174272;2;2
1.666.876.000.581;885272576;2;2
1.666.876.000.581;885207040;2;2
1.666.876.000.581;885272576;2;2
1.666.876.000.581;885305344;2;2
1.666.876.000.581;885239808;2;2
1.666.876.000.581;885239808;2;2
1.666.876.000.581;885338112;2;2
1.666.876.000.581;885305344;2;2
1.666.876.000.581;885432320;2;2
1.666.876.000.581;885432320;2;2
1.666.876.000.581;885334016;2;2
1.666.876.000.581;885497856;2;2
1.666.876.000.581;885334016;2;2
1.666.876.000.581;943239168;2;3
1.666.876.000.581;892514304;2;3
1.666.876.000.581;959520768;2;3
1.666.876.000.581;1092616192;2;3
1.666.876.000.581;1103941632;2;3
1.666.876.000.581;1106046976;2;3
1.666.876.000.581;1107066880;2;3
1.666.876.000.581;1106128896;2;3
1.666.876.000.581;1106120704;2;3
1.666.876.000.581;1106087936;2;3
1.666.876.000.581;1106251776;2;3
1.666.876.000.581;1106219008;2;3
1.666.876.000.581;1106595840;2;3
1.666.876.000.581;1106714624;2;3
1.666.876.000.581;1107263488;2;3
1.666.876.000.581;1107169280;2;3
1.666.876.000.581;1107136512;2;3
1.666.876.000.581;1107103744;2;3
1.666.876.000.581;1107456000;2;3
1.666.876.000.581;1107423232;2;3
1.666.876.000.581;1107324928;2;3
1.666.876.000.581;1107324928;2;3
1.666.876.000.581;1107324928;2;3
1.666.876.000.581;1107456000;2;3
1.666.876.000.581;1107292160;2;3
1.666.876.000.581;1107382272;2;3
1.666.876.000.581;1107484672;2;3
1.666.876.000.581;1107550208;2;3
1.666.876.000.581;1107582976;2;3
1.666.876.000.581;1107550208;2;3
1.666.876.000.581;1107603456;2;3
1.666.876.000.581;1107546112;2;3
1.666.876.000.581;1107644416;2;3
1.666.876.000.581;1107677184;2;3
1.666.876.000.581;1107685376;2;3
1.666.876.000.581;1107701760;2;3
1.666.876.000.581;1107709952;2;3
1.666.876.000.581;1107742720;2;3
1.666.876.000.581;1107771392;2;3
1.666.876.000.581;1107869696;2;3
1.666.876.000.581;1107705856;2;3
1.666.876.000.581;1107861504;2;3
1.666.876.000.581;1107836928;2;3
1.666.876.000.581;1107771392;2;3
1.666.876.000.581;1107644416;2;3
1.666.876.000.581;1107570688;2;3
1.666.876.000.581;1107697664;2;3
1.666.876.000.581;1107894272;2;3
1.666.876.000.581;1107738624;2;3
1.666.876.000.581;1107771392;2;3
1.666.876.000.581;1107451904;2;3
1.666.876.000.581;1107509248;2;3
1.666.876.000.581;1107582976;2;3
1.666.876.000.581;1107550208;2;3
1.666.876.000.581;1107644416;2;3
1.666.876.000.581;1107611648;2;3
1.666.876.000.581;1107451904;2;3
1.666.876.000.581;1107296256;2;3
1.666.876.000.581;1107390464;2;3
1.666.876.000.581;1107288064;2;3
1.666.876.000.581;1157488640;3;3
1.666.876.000.581;1118109696;3;3
1.666.876.000.581;1213411328;3;3
1.666.876.000.581;1312825344;3;3
1.666.876.000.581;1325944832;3;3
1.666.876.000.581;1328226304;3;3
1.666.876.000.581;1328762880;3;3
1.666.876.000.581;1328869376;3;3
1.666.876.000.581;1328812032;3;3
1.666.876.000.581;1328910336;3;3
1.666.876.000.581;1328910336;3;3
1.666.876.000.581;1328787456;3;3
1.666.876.000.581;1329295360;3;3
1.666.876.000.581;1329352704;3;3
1.666.876.000.581;1329762304;3;3
1.666.876.000.581;1329893376;3;3
1.666.876.000.581;1329860608;3;3
1.666.876.000.581;1329721344;3;3
1.666.876.000.581;1329836032;3;3
1.666.876.000.581;1329926144;3;3
1.666.876.000.581;1329926144;3;3
1.666.876.000.581;1329860608;3;3
1.666.876.000.581;1329729536;3;3
1.666.876.000.581;1329917952;3;3
1.666.876.000.581;1329672192;3;3
1.666.876.000.581;1329500160;3;3
1.666.876.000.581;1329508352;3;3
1.666.876.000.581;1329639424;3;3
1.666.876.000.581;1329606656;3;3
1.666.876.000.581;1329573888;3;3
1.666.876.000.581;1329639424;3;3
1.666.876.000.581;1329602560;3;3
1.666.876.000.581;1329774592;3;3
1.666.876.000.581;1329766400;3;3
1.666.876.000.581;1329668096;3;3
1.666.876.000.581;1329799168;3;3
1.666.876.000.581;1329700864;3;3
1.666.876.000.581;1329700864;3;3
1.666.876.000.581;1329774592;3;3
1.666.876.000.581;1329700864;3;3
1.666.876.000.581;1329668096;3;3
1.666.876.000.581;1329700864;3;3
1.666.876.000.581;1329766400;3;3
1.666.876.000.581;1329799168;3;3
1.666.876.000.581;1329733632;3;3
1.666.876.000.581;1329631232;3;3
1.666.876.000.581;1330053120;3;3
1.666.876.000.581;1329860608;3;3
1.666.876.000.581;1329926144;3;3
1.666.876.000.581;1329827840;3;3
1.666.876.000.581;1330049024;3;3
1.666.876.000.581;1330155520;3;3
1.666.876.000.581;1330081792;3;3
1.666.876.000.581;1330081792;3;3
1.666.876.000.581;1330655232;3;3
1.666.876.000.581;1330524160;3;3
1.666.876.000.581;1330716672;3;3
1.666.876.000.581;1330814976;3;3
1.666.876.000.581;1331359744;3;3
1.666.876.000.581;1331322880;3;3
1.666.876.000.581;1378889728;3;4
1.666.876.000.581;1336582144;3;4
1.666.876.000.581;1389375488;3;4
1.666.876.000.581;1494978560;3;4
1.666.876.000.581;1539047424;3;4
1.666.876.000.581;1549840384;3;4
1.666.876.000.581;1551134720;3;4
1.666.876.000.581;1551110144;3;4
1.666.876.000.581;1551900672;3;4
1.666.876.000.581;1552007168;3;4
1.666.876.000.581;1552506880;3;4
1.666.876.000.581;1552408576;3;4
1.666.876.000.581;1552449536;3;4
1.666.876.000.581;1552457728;3;4
1.666.876.000.581;1552359424;3;4
1.666.876.000.581;1552408576;3;4
1.666.876.000.581;1552408576;3;4
1.666.876.000.581;1552441344;3;4
1.666.876.000.581;1552576512;3;4
1.666.876.000.581;1552601088;3;4
1.666.876.000.581;1552568320;3;4
1.666.876.000.581;1552502784;3;4
1.666.876.000.581;1552568320;3;4
1.666.876.000.581;1552601088;3;4
1.666.876.000.581;1552633856;3;4
1.666.876.000.581;1552568320;3;4
1.666.876.000.581;1552601088;3;4
1.666.876.000.581;1552494592;3;4
1.666.876.000.581;1552601088;3;4
1.666.876.000.581;1552601088;3;4
1.666.876.000.581;1552633856;3;4
1.666.876.000.581;1552719872;3;4
1.666.876.000.581;1552605184;3;4
1.666.876.000.581;1552662528;3;4
1.666.876.000.581;1552662528;3;4
1.666.876.000.581;1552629760;3;4
1.666.876.000.581;1552695296;3;4
1.666.876.000.581;1552687104;3;4
1.666.876.000.581;1552695296;3;4
1.666.876.000.581;1552822272;3;4
1.666.876.000.581;1552855040;3;4
1.666.876.000.581;1552855040;3;4
1.666.876.000.581;1552723968;3;4
1.666.876.000.581;1552691200;3;4
1.666.876.000.581;1552723968;3;4
1.666.876.000.581;1552748544;3;4
1.666.876.000.581;1552887808;3;4
1.666.876.000.581;1552723968;3;4
1.666.876.000.581;1552920576;3;4
1.666.876.000.581;1552781312;3;4
1.666.876.000.581;1552822272;3;4
1.666.876.000.581;1552691200;3;4
1.666.876.000.581;1552781312;3;4
1.666.876.000.581;1552887808;3;4
1.666.876.000.581;1553076224;3;4
1.666.876.000.581;1553108992;3;4
1.666.876.000.581;1553108992;3;4
1.666.876.000.581;1553076224;3;4
1.666.876.000.581;1553149952;3;4
1.666.876.000.581;1553174528;3;4
1.666.876.000.581;1581473792;4;4
1.666.876.000.581;1607495680;4;4
1.666.876.000.581;1560961024;4;4
1.666.876.000.581;1671491584;4;4
1.666.876.000.581;1760739328;4;4
1.666.876.000.581;1771757568;4;4
1.666.876.000.581;1774628864;4;4
1.666.876.000.581;1774432256;4;4
1.666.876.000.581;1774596096;4;4
1.666.876.000.581;1774563328;4;4
1.666.876.000.581;1774784512;4;4
1.666.876.000.581;1774743552;4;4
1.666.876.000.581;1774882816;4;4
1.666.876.000.581;1775104000;4;4
1.666.876.000.581;1775648768;4;4
1.666.876.000.581;1775640576;4;4
1.666.876.000.581;1775673344;4;4
1.666.876.000.581;1775607808;4;4
1.666.876.000.581;1775702016;4;4
1.666.876.000.581;1775882240;4;4
1.666.876.000.581;1775775744;4;4
1.666.876.000.581;1775783936;4;4
1.666.876.000.581;1775710208;4;4
1.666.876.000.581;1775783936;4;4
1.666.876.000.581;1775783936;4;4
1.666.876.000.581;1775849472;4;4
1.666.876.000.581;1776037888;4;4
1.666.876.000.581;1776070656;4;4
1.666.876.000.581;1776111616;4;4
1.666.876.000.581;1776136192;4;4
1.666.876.000.581;1776164864;4;4
1.666.876.000.581;1776197632;4;4
1.666.876.000.581;1776185344;4;4
1.666.876.000.581;1776119808;4;4
1.666.876.000.581;1776181248;4;4
1.666.876.000.581;1775767552;4;4
1.666.876.000.581;1775837184;4;4
1.666.876.000.581;1775976448;4;4
1.666.876.000.581;1775927296;4;4
1.666.876.000.581;1775927296;4;4
1.666.876.000.581;1775935488;4;4
1.666.876.000.581;1775919104;4;4
1.666.876.000.581;1775894528;4;4
1.666.876.000.581;1775828992;4;4
1.666.876.000.581;1775927296;4;4
1.666.876.000.581;1775828992;4;4
1.666.876.000.581;1775734784;4;4
1.666.876.000.581;1775734784;4;4
1.666.876.000.581;1775702016;4;4
1.666.876.000.581;1775734784;4;4
1.666.876.000.581;1775976448;4;4
1.666.876.000.581;1775943680;4;4
1.666.876.000.581;1775882240;4;4
1.666.876.000.581;1775751168;4;4
1.666.876.000.581;1775951872;4;4
1.666.876.000.581;1775878144;4;4
1.666.876.000.581;1775910912;4;4
1.666.876.000.581;1775878144;4;4
1.666.876.000.581;1775910912;4;4
1.666.876.000.581;1775910912;4;4
1.666.876.000.581;1835061248;4;5
1.666.876.000.581;1833103360;4;5
1.666.876.000.581;1783365632;4;5
1.666.876.000.581;1840431104;4;5
1.666.876.000.581;1978212352;4;5
1.666.876.000.581;1993330688;4;5
1.666.876.000.581;1996988416;4;5
1.666.876.000.581;1997594624;4;5
1.666.876.000.581;1997701120;4;5
1.666.876.000.581;1997619200;4;5
1.666.876.000.581;1997529088;4;5
1.666.876.000.581;1997848576;4;5
1.666.876.000.581;1997881344;4;5
1.666.876.000.581;1997815808;4;5
1.666.876.000.581;1997914112;4;5
1.666.876.000.581;1998413824;4;5
1.666.876.000.581;1998487552;4;5
1.666.876.000.581;1998413824;4;5
1.666.876.000.581;1998548992;4;5
1.666.876.000.581;1998540800;4;5
1.666.876.000.581;1998282752;4;5
1.666.876.000.581;1998356480;4;5
1.666.876.000.581;1998643200;4;5
1.666.876.000.581;1998569472;4;5
1.666.876.000.581;1998700544;4;5
1.666.876.000.581;1998553088;4;5
1.666.876.000.581;1998958592;4;5
1.666.876.000.581;1998925824;4;5
1.666.876.000.581;1998888960;4;5
1.666.876.000.581;1998970880;4;5
1.666.876.000.581;1999110144;4;5
1.666.876.000.581;1999183872;4;5
1.666.876.000.581;1999183872;4;5
1.666.876.000.581;1999077376;4;5
1.666.876.000.581;1999118336;4;5
1.666.876.000.581;1999241216;4;5
1.666.876.000.581;1999118336;4;5
1.666.876.000.581;1999118336;4;5
1.666.876.000.581;1999343616;4;5
1.666.876.000.581;1999204352;4;5
1.666.876.000.581;1999294464;4;5
1.666.876.000.581;1999278080;4;5
1.666.876.000.581;1999310848;4;5
1.666.876.000.581;1999368192;4;5
1.666.876.000.581;1999245312;4;5
1.666.876.000.581;1999175680;4;5
1.666.876.000.581;1999212544;4;5
1.666.876.000.581;1999052800;4;5
1.666.876.000.581;1999044608;4;5
1.666.876.000.581;1999142912;4;5
1.666.876.000.581;1999310848;4;5
1.666.876.000.581;1999179776;4;5
1.666.876.000.581;1999278080;4;5
1.666.876.000.581;1999212544;4;5
1.666.876.000.581;1999245312;4;5
1.666.876.000.581;1999310848;4;5
1.666.876.000.581;1999310848;4;5
1.666.876.000.581;1999212544;4;5
1.666.876.000.581;1999286272;4;5
1.666.876.000.581;1999204352;4;5
1.666.876.000.581;2006675456;5;5
1.666.876.000.581;2041176064;5;5
1.666.876.000.581;2006888448;5;5
1.666.876.000.581;2107637760;5;5
1.666.876.000.581;2218147840;5;5
1.666.876.000.581;2217365504;5;5
1.666.876.000.581;2220060672;5;5
1.666.876.000.581;2220474368;5;5
1.666.876.000.581;2220367872;5;5
1.666.876.000.581;2220400640;5;5
1.666.876.000.581;2220879872;5;5
1.666.876.000.581;2220814336;5;5
1.666.876.000.581;2220748800;5;5
1.666.876.000.581;2221514752;5;5
1.666.876.000.581;2221449216;5;5
1.666.876.000.581;2221514752;5;5
1.666.876.000.581;2221514752;5;5
1.666.876.000.581;2221580288;5;5
1.666.876.000.581;2221539328;5;5
1.666.876.000.581;2221633536;5;5
1.666.876.000.581;2221584384;5;5
1.666.876.000.581;2221740032;5;5
1.666.876.000.581;2221608960;5;5
1.666.876.000.581;2221797376;5;5
1.666.876.000.581;2221862912;5;5
1.666.876.000.581;2221969408;5;5
1.666.876.000.581;2221903872;5;5
1.666.876.000.581;2222055424;5;5
1.666.876.000.581;2222120960;5;5
1.666.876.000.581;2221989888;5;5
1.666.876.000.581;2221998080;5;5
1.666.876.000.581;2222211072;5;5
1.666.876.000.581;2222268416;5;5
1.666.876.000.581;2222333952;5;5
1.666.876.000.581;2222178304;5;5
1.666.876.000.581;2222178304;5;5
1.666.876.000.581;2222202880;5;5
1.666.876.000.581;2222268416;5;5
1.666.876.000.581;2222436352;5;5
1.666.876.000.581;2222436352;5;5
1.666.876.000.581;2222403584;5;5
1.666.876.000.581;2222469120;5;5
1.666.876.000.581;2222403584;5;5
1.666.876.000.581;2222493696;5;5
1.666.876.000.581;2222243840;5;5
1.666.876.000.581;2222342144;5;5
1.666.876.000.581;2222309376;5;5
1.666.876.000.581;2222096384;5;5
1.666.876.000.581;2222215168;5;5
1.666.876.000.581;2222206976;5;5
1.666.876.000.581;2222116864;5;5
1.666.876.000.581;2222182400;5;5
1.666.876.000.581;2222166016;5;5
1.666.876.000.581;2222231552;5;5
1.666.876.000.581;2222481408;5;5
1.666.876.000.581;2222579712;5;5
1.666.876.000.581;2222579712;5;5
1.666.876.000.581;2222571520;5;5
1.666.876.000.581;2222448640;5;5
1.666.876.000.581;2222415872;5;5
1.666.876.000.581;2280464384;5;6
1.666.876.000.581;2280529920;5;6
1.666.876.000.581;2229923840;5;6
1.666.876.000.581;2320461824;5;6
1.666.876.000.581;2437713920;5;6
1.666.876.000.581;2439491584;5;6
1.666.876.000.581;2443141120;5;6
1.666.876.000.581;2443350016;5;6
1.666.876.000.581;2443583488;5;6
1.666.876.000.581;2443702272;5;6
1.666.876.000.581;2444029952;5;6
1.666.876.000.581;2443923456;5;6
1.666.876.000.581;2444120064;5;6
1.666.876.000.581;2444062720;5;6
1.666.876.000.581;2444595200;5;6
1.666.876.000.581;2444595200;5;6
1.666.876.000.581;2444595200;5;6
1.666.876.000.581;2444595200;5;6
1.666.876.000.581;2445230080;5;6
1.666.876.000.581;2445033472;5;6
1.666.876.000.581;2445197312;5;6
1.666.876.000.581;2445099008;5;6
1.666.876.000.581;2445479936;5;6
1.666.876.000.581;2445643776;5;6
1.666.876.000.581;2445512704;5;6
1.666.876.000.581;2445512704;5;6
1.666.876.000.581;2444943360;5;6
1.666.876.000.581;2444943360;5;6
1.666.876.000.581;2444943360;5;6
1.666.876.000.581;2444845056;5;6
1.666.876.000.581;2444943360;5;6
1.666.876.000.581;2444845056;5;6
1.666.876.000.581;2444812288;5;6
1.666.876.000.581;2444943360;5;6
1.666.876.000.581;2444845056;5;6
1.666.876.000.581;2445070336;5;6
1.666.876.000.581;2445135872;5;6
1.666.876.000.581;2445070336;5;6
1.666.876.000.581;2445012992;5;6
1.666.876.000.581;2445451264;5;6
1.666.876.000.581;2445352960;5;6
1.666.876.000.581;2445320192;5;6
1.666.876.000.581;2445418496;5;6
1.666.876.000.581;2445393920;5;6
1.666.876.000.581;2445418496;5;6
1.666.876.000.581;2445352960;5;6
1.666.876.000.581;2445484032;5;6
1.666.876.000.581;2445385728;5;6
1.666.876.000.581;2445434880;5;6
1.666.876.000.581;2445336576;5;6
1.666.876.000.581;2445402112;5;6
1.666.876.000.581;2445271040;5;6
1.666.876.000.581;2445508608;5;6
1.666.876.000.581;2445402112;5;6
1.666.876.000.581;2445529088;5;6
1.666.876.000.581;2445246464;5;6
1.666.876.000.581;2445053952;5;6
1.666.876.000.581;2444963840;5;6
1.666.876.000.581;2445119488;5;6
1.666.876.000.581;2445021184;5;6
1.666.876.000.581;2449920000;6;6
1.666.876.000.581;2453151744;6;6
1.666.876.000.581;2452992000;6;6
1.666.876.000.581;2520002560;6;6
1.666.876.000.581;2572877824;6;6
1.666.876.000.581;2665619456;6;6
1.666.876.000.581;2663862272;6;6
1.666.876.000.581;2666614784;6;6
1.666.876.000.581;2666774528;6;6
1.666.876.000.581;2666807296;6;6
1.666.876.000.581;2667380736;6;6
1.666.876.000.581;2667216896;6;6
1.666.876.000.581;2667216896;6;6
1.666.876.000.581;2667241472;6;6
1.666.876.000.581;2667823104;6;6
1.666.876.000.581;2667651072;6;6
1.666.876.000.581;2667626496;6;6
1.666.876.000.581;2667749376;6;6
1.666.876.000.581;2667995136;6;6
1.666.876.000.581;2667954176;6;6
1.666.876.000.581;2667847680;6;6
1.666.876.000.581;2667872256;6;6
1.666.876.000.581;2667970560;6;6
1.666.876.000.581;2667986944;6;6
1.666.876.000.581;2667978752;6;6
1.666.876.000.581;2668077056;6;6
1.666.876.000.581;2668171264;6;6
1.666.876.000.581;2668105728;6;6
1.666.876.000.581;2668105728;6;6
1.666.876.000.581;2668179456;6;6
1.666.876.000.581;2668216320;6;6
1.666.876.000.581;2668224512;6;6
1.666.876.000.581;2668232704;6;6
1.666.876.000.581;2668232704;6;6
1.666.876.000.581;2668257280;6;6
1.666.876.000.581;2668306432;6;6
1.666.876.000.581;2668158976;6;6
1.666.876.000.581;2668118016;6;6
1.666.876.000.581;2668199936;6;6
1.666.876.000.581;2668335104;6;6
1.666.876.000.581;2668359680;6;6
1.666.876.000.581;2668228608;6;6
1.666.876.000.581;2668236800;6;6
1.666.876.000.581;2668335104;6;6
1.666.876.000.581;2668253184;6;6
1.666.876.000.581;2668343296;6;6
1.666.876.000.581;2668236800;6;6
1.666.876.000.581;2668339200;6;6
1.666.876.000.581;2668486656;6;6
1.666.876.000.581;2668371968;6;6
1.666.876.000.581;2671042560;6;6
1.666.876.000.581;2668494848;6;6
1.666.876.000.581;2668380160;6;6
1.666.876.000.581;2668355584;6;6
1.666.876.000.581;2668589056;6;6
1.666.876.000.581;2668630016;6;6
1.666.876.000.581;2668548096;6;6
1.666.876.000.581;2668548096;6;6
1.666.876.000.581;2668920832;6;6
1.666.876.000.581;2669051904;6;6
1.666.876.000.581;2694041600;6;7
1.666.876.000.581;2691600384;6;7
1.666.876.000.581;2719924224;6;7
1.666.876.000.581;2722750464;6;7
1.666.876.000.581;2782085120;6;7
1.666.876.000.581;2870779904;6;7
1.666.876.000.581;2880643072;6;7
1.666.876.000.581;2892283904;6;7
1.666.876.000.581;2890125312;6;7
1.666.876.000.581;2890059776;6;7
1.666.876.000.581;2890383360;6;7
1.666.876.000.581;2890350592;6;7
1.666.876.000.581;2890440704;6;7
1.666.876.000.581;2890309632;6;7
1.666.876.000.581;2891018240;6;7
1.666.876.000.581;2891075584;6;7
1.666.876.000.581;2890854400;6;7
1.666.876.000.581;2890977280;6;7
1.666.876.000.581;2891550720;6;7
1.666.876.000.581;2891419648;6;7
1.666.876.000.581;2891116544;6;7
1.666.876.000.581;2891112448;6;7
1.666.876.000.581;2891079680;6;7
1.666.876.000.581;2891169792;6;7
