cpu0;r_a1;r_a2
2585.92;9;9
2586.76;9;9
2587.64;9;9
2588.37;9;9
2589.18;9;9
2589.91;9;9
2590.67;9;9
2591.5;9;9
2592.15;9;9
2592.93;9;9
2593.7;9;9
2594.49;9;9
2595.25;9;9
2595.99;9;9
2596.68;9;9
2597.54;9;9
2598.43;9;9
2599.15;9;9
2599.87;9;9
2600.81;9;9
2601.59;9;9
2602.49;9;9
2603.33;9;9
2604.18;9;9
2604.95;9;9
2605.83;9;9
2606.81;9;9
2607.42;9;9
2608.18;9;9
2608.86;9;9
2609.82;9;9
2610.56;9;9
2611.38;9;9
2612.19;9;9
2613.1;9;9
2613.92;9;9
2614.76;9;9
2615.59;9;9
2616.3;9;9
2617.16;9;9
2617.88;9;10
2618.19;9;10
2618.22;9;10
2618.41;9;10
2618.76;9;10
2618.99;9;10
2619.16;9;10
2619.16;9;10
2619.17;9;10
2619.17;9;10
2619.17;9;10
2619.17;9;10
2619.17;9;10
2619.17;9;10
2619.17;9;10
2619.17;9;10
2619.17;9;10
2619.25;9;10
2619.66;9;10
2620.33;9;10
2620.92;9;10
2621.66;9;10
2622.28;9;10
2622.87;9;10
2623.49;9;10
2624.05;9;10
2624.74;9;10
2625.33;9;10
2625.82;9;10
2626.34;9;10
2626.9;9;10
2627.58;9;10
2628.26;9;10
2628.96;9;10
2629.4;9;10
2630.04;9;10
2630.68;9;10
2631.16;9;10
2631.76;9;10
2632.46;9;10
2633.21;9;10
2633.89;9;10
2634.55;9;10
2635.23;9;10
2635.7;9;10
2636.26;9;10
2637.03;9;10
2637.62;9;10
2638.41;9;10
2639.02;9;10
2639.59;9;10
2640.36;9;10
2640.99;9;10
2641.49;9;10
2642.17;9;10
2642.73;9;10
2643.43;9;10
2644.13;9;10
2644.82;9;10
2645.51;9;10
2646.12;10;10
2646.43;10;10
2646.46;10;10
2646.54;10;10
2646.56;10;10
2646.69;10;10
2646.84;10;10
2646.98;10;10
2646.98;10;10
2646.98;10;10
2647.0;10;10
2647.0;10;10
2647.0;10;10
2647.0;10;10
2647.0;10;10
2647.0;10;10
2647.0;10;10
2647.0;10;10
2647.0;10;10
2647.03;10;10
