cpu0;r_a1;r_a2
528.73;1;2
531.84;1;2
535.92;1;2
539.84;1;2
543.97;1;2
547.92;1;2
551.98;1;2
555.98;1;2
560.06;1;2
564.12;1;2
568.2;1;2
572.17;1;2
576.31;1;2
580.41;1;2
584.43;1;2
588.52;1;2
592.63;1;2
596.61;1;2
600.63;1;2
604.62;1;2
608.56;1;2
612.63;1;2
616.75;1;2
620.77;1;2
624.82;1;2
628.93;1;2
632.97;1;2
637.08;1;2
641.13;1;2
645.22;1;2
649.36;1;2
653.37;1;2
657.42;1;2
661.43;1;2
665.45;1;2
669.44;1;2
673.55;1;2
677.64;1;2
681.81;1;2
685.9;1;2
689.92;1;2
694.04;1;2
698.14;1;2
702.11;1;2
706.14;1;2
710.09;1;2
714.16;1;2
718.22;1;2
722.28;1;2
726.28;1;2
730.36;1;2
734.32;1;2
738.34;1;2
742.33;1;2
746.38;1;2
750.39;1;2
752.56;2;2
755.24;2;2
757.85;2;2
757.87;2;2
757.87;2;2
758.79;2;2
762.28;2;2
766.02;2;2
769.7;2;2
773.39;2;2
777.23;2;2
781.03;2;2
784.73;2;2
788.48;2;2
792.17;2;2
795.87;2;2
799.69;2;2
803.52;2;2
807.28;2;2
811.0;2;2
814.69;2;2
818.55;2;2
822.27;2;2
826.17;2;2
830.07;2;2
833.85;2;2
837.6;2;2
841.37;2;2
845.1;2;2
848.93;2;2
852.66;2;2
856.34;2;2
860.09;2;2
863.99;2;2
867.92;2;2
871.75;2;2
875.65;2;2
879.49;2;2
883.3;2;2
887.13;2;2
891.05;2;2
894.85;2;2
898.6;2;2
902.45;2;2
906.28;2;2
910.05;2;2
913.79;2;2
917.56;2;2
921.21;2;2
924.94;2;2
928.8;2;2
932.67;2;2
936.59;2;2
940.35;2;2
944.11;2;2
947.95;2;2
951.82;2;2
955.62;2;2
959.38;2;2
963.1;2;2
966.95;2;3
968.28;2;3
970.65;2;3
972.03;2;3
972.03;2;3
973.69;2;3
977.27;2;3
980.77;2;3
984.31;2;3
987.84;2;3
991.4;2;3
994.89;2;3
998.59;2;3
1002.13;2;3
1005.64;2;3
1009.04;2;3
1012.76;2;3
1016.23;2;3
1019.7;2;3
1023.33;2;3
1026.81;2;3
1030.34;2;3
1034.01;2;3
1037.6;2;3
1041.27;2;3
1044.94;2;3
1048.5;2;3
1051.93;2;3
1055.59;2;3
1059.33;2;3
1062.91;2;3
1066.43;2;3
1069.9;2;3
1073.52;2;3
1077.01;2;3
1080.46;2;3
1084.1;2;3
1087.59;2;3
1091.1;2;3
1094.77;2;3
1098.21;2;3
1101.73;2;3
1105.15;2;3
1108.63;2;3
1112.12;2;3
1115.65;2;3
1119.19;2;3
1122.85;2;3
1126.34;2;3
1129.92;2;3
1129.92;2;3
1133.57;2;3
1137.12;2;3
1140.62;2;3
1144.14;2;3
1147.67;2;3
1151.14;2;3
1154.61;2;3
1158.07;2;3
1161.53;2;3
1164.94;3;3
1166.66;3;3
1169.06;3;3
1171.35;3;3
1171.46;3;3
1171.55;3;3
1174.14;3;3
1177.51;3;3
1181.04;3;3
1184.31;3;3
1187.76;3;3
1191.12;3;3
1194.39;3;3
1197.61;3;3
1200.95;3;3
1204.28;3;3
1207.6;3;3
1210.89;3;3
1214.17;3;3
1217.46;3;3
1220.94;3;3
1224.27;3;3
1227.6;3;3
1230.81;3;3
1234.09;3;3
1237.37;3;3
1240.76;3;3
1244.01;3;3
1247.38;3;3
1250.65;3;3
1254.09;3;3
1257.29;3;3
1260.78;3;3
1264.01;3;3
1267.37;3;3
1270.68;3;3
1274.26;3;3
1277.5;3;3
1280.89;3;3
1284.07;3;3
1287.38;3;3
1290.64;3;3
1294.11;3;3
1297.5;3;3
1300.85;3;3
1304.14;3;3
1307.49;3;3
1310.72;3;3
1314.05;3;3
1317.53;3;3
1320.89;3;3
1324.17;3;3
1327.52;3;3
1330.9;3;3
1334.19;3;3
1337.5;3;3
1340.87;3;3
1344.27;3;3
1347.63;3;3
1351.01;3;3
1354.02;3;4
1355.18;3;4
1357.13;3;4
1358.51;3;4
1358.51;3;4
1359.26;3;4
1362.12;3;4
1365.12;3;4
1368.27;3;4
1371.41;3;4
1374.64;3;4
1377.76;3;4
1380.91;3;4
1384.11;3;4
1387.28;3;4
1390.44;3;4
1393.72;3;4
1396.82;3;4
1399.96;3;4
1403.01;3;4
1406.08;3;4
1409.24;3;4
1412.44;3;4
1412.44;3;4
1415.54;3;4
1418.72;3;4
1421.88;3;4
1424.77;3;4
1427.78;3;4
1430.92;3;4
1433.9;3;4
1436.91;3;4
1440.02;3;4
1443.12;3;4
1446.3;3;4
1449.5;3;4
1452.58;3;4
1455.6;3;4
1458.72;3;4
1461.79;3;4
1464.79;3;4
1467.91;3;4
1470.94;3;4
1473.97;3;4
1477.01;3;4
1480.29;3;4
1483.36;3;4
1486.34;3;4
1489.33;3;4
1492.43;3;4
1495.5;3;4
1498.63;3;4
1501.67;3;4
1504.77;3;4
1507.97;3;4
1510.94;3;4
1513.98;3;4
1516.97;3;4
1520.05;3;4
1523.17;3;4
1526.36;4;4
1527.32;4;4
1529.35;4;4
1530.76;4;4
1530.79;4;4
1530.83;4;4
1532.85;4;4
1535.67;4;4
1538.47;4;4
1541.34;4;4
1544.28;4;4
1547.1;4;4
1549.98;4;4
1552.89;4;4
1555.77;4;4
1558.74;4;4
1561.66;4;4
1564.53;4;4
1567.39;4;4
1570.21;4;4
1573.09;4;4
1576.15;4;4
1579.07;4;4
1581.93;4;4
1584.86;4;4
1587.7;4;4
1590.72;4;4
1593.64;4;4
1596.58;4;4
1599.34;4;4
1602.18;4;4
1605.04;4;4
1607.86;4;4
1610.89;4;4
1613.8;4;4
1616.67;4;4
1619.66;4;4
1622.61;4;4
1625.53;4;4
1628.53;4;4
1631.69;4;4
1634.52;4;4
1637.42;4;4
1640.34;4;4
1643.18;4;4
1646.07;4;4
1649.14;4;4
1652.01;4;4
1655.01;4;4
1655.01;4;4
1657.89;4;4
1660.95;4;4
1663.67;4;4
1666.55;4;4
1669.42;4;4
1672.17;4;4
1674.95;4;4
1677.68;4;4
1680.58;4;4
1683.52;4;4
1686.46;4;5
1688.18;4;5
1689.52;4;5
1691.16;4;5
1691.4;4;5
1691.4;4;5
1692.0;4;5
1694.46;4;5
1697.06;4;5
1699.69;4;5
1702.4;4;5
1705.21;4;5
1707.86;4;5
1710.58;4;5
1713.37;4;5
1716.11;4;5
1718.68;4;5
1721.48;4;5
1724.09;4;5
1726.71;4;5
1729.3;4;5
1731.9;4;5
1734.56;4;5
1737.22;4;5
1740.02;4;5
1742.88;4;5
1745.55;4;5
1748.3;4;5
1751.11;4;5
1753.92;4;5
1756.67;4;5
1759.27;4;5
1762.01;4;5
1764.64;4;5
1767.25;4;5
1769.99;4;5
1772.72;4;5
1775.53;4;5
1778.27;4;5
1781.12;4;5
1783.93;4;5
1786.64;4;5
1789.08;4;5
1791.59;4;5
1794.41;4;5
1797.15;4;5
1799.88;4;5
1802.53;4;5
1805.31;4;5
1808.11;4;5
1810.68;4;5
1813.39;4;5
1815.92;4;5
1818.67;4;5
1821.32;4;5
1824.04;4;5
1826.82;4;5
1829.29;4;5
1832.04;4;5
1834.72;4;5
1837.05;5;5
1837.75;5;5
1839.41;5;5
1840.11;5;5
1840.11;5;5
1840.11;5;5
1840.11;5;5
1841.66;5;5
1844.29;5;5
1846.79;5;5
1849.09;5;5
1851.65;5;5
1854.04;5;5
1856.62;5;5
1859.13;5;5
1861.81;5;5
1864.23;5;5
1866.65;5;5
1869.23;5;5
1871.67;5;5
1874.07;5;5
1876.61;5;5
1879.12;5;5
1881.4;5;5
1883.82;5;5
1886.21;5;5
1888.62;5;5
1891.0;5;5
1893.6;5;5
1896.24;5;5
1898.73;5;5
1901.24;5;5
1903.58;5;5
1905.89;5;5
1908.49;5;5
1910.88;5;5
1913.36;5;5
1915.72;5;5
1918.24;5;5
1920.63;5;5
1923.2;5;5
1925.62;5;5
1928.0;5;5
1930.48;5;5
1932.87;5;5
1935.43;5;5
1937.94;5;5
1940.45;5;5
1942.85;5;5
1945.21;5;5
1947.74;5;5
1950.11;5;5
1952.62;5;5
1955.17;5;5
1957.7;5;5
1960.24;5;5
1962.78;5;5
1965.35;5;5
1967.89;5;5
1970.16;5;5
1972.65;5;6
1972.98;5;6
1974.58;5;6
1975.73;5;6
1975.75;5;6
1975.75;5;6
1976.07;5;6
1977.96;5;6
1980.32;5;6
1982.31;5;6
1984.56;5;6
1986.81;5;6
1989.09;5;6
1991.23;5;6
1993.51;5;6
1995.76;5;6
1997.99;5;6
1997.99;5;6
2000.34;5;6
2002.61;5;6
2004.67;5;6
2006.95;5;6
2009.07;5;6
2011.22;5;6
2013.29;5;6
2015.48;5;6
2017.58;5;6
2019.83;5;6
2021.96;5;6
2024.18;5;6
2026.44;5;6
2028.68;5;6
2030.8;5;6
2033.13;5;6
2035.52;5;6
2037.68;5;6
2039.92;5;6
2042.14;5;6
2044.29;5;6
2046.52;5;6
2048.57;5;6
2050.82;5;6
2053.16;5;6
2055.41;5;6
2057.6;5;6
2059.85;5;6
2062.25;5;6
2064.58;5;6
2066.99;5;6
2069.15;5;6
2071.5;5;6
2073.96;5;6
2076.32;5;6
2078.58;5;6
2080.75;5;6
2082.94;5;6
2085.16;5;6
2087.46;5;6
2089.71;5;6
2092.11;5;6
2094.39;6;6
2095.0;6;6
2095.97;6;6
2097.09;6;6
2097.44;6;6
2097.44;6;6
2097.44;6;6
2098.11;6;6
2100.02;6;6
2102.01;6;6
2104.11;6;6
2106.25;6;6
2108.18;6;6
2110.15;6;6
2112.1;6;6
2114.04;6;6
2116.05;6;6
2118.16;6;6
2120.23;6;6
2122.31;6;6
2124.43;6;6
2126.43;6;6
2128.54;6;6
2130.63;6;6
2132.6;6;6
2134.58;6;6
2134.58;6;6
2136.5;6;6
2138.47;6;6
2140.44;6;6
2142.4;6;6
2144.34;6;6
2146.51;6;6
2148.7;6;6
2150.69;6;6
2152.81;6;6
2154.89;6;6
2156.95;6;6
2159.02;6;6
2161.03;6;6
2162.95;6;6
2165.07;6;6
2167.14;6;6
2169.05;6;6
2171.22;6;6
2173.33;6;6
2175.56;6;6
2177.5;6;6
2179.53;6;6
2181.57;6;6
2183.56;6;6
2185.75;6;6
2187.82;6;6
2189.73;6;6
2191.91;6;6
2193.99;6;6
2196.1;6;6
2198.1;6;6
2200.05;6;6
2202.05;6;6
2204.2;6;7
2204.94;6;7
2205.48;6;7
2206.51;6;7
2207.25;6;7
2207.28;6;7
2207.28;6;7
2207.28;6;7
2208.24;6;7
2209.97;6;7
2211.96;6;7
2213.78;6;7
2215.7;6;7
2217.5;6;7
2219.38;6;7
2221.29;6;7
2223.21;6;7
2225.06;6;7
2226.94;6;7
2228.75;6;7
2230.71;6;7
2232.57;6;7
2234.46;6;7
2236.17;6;7
2237.98;6;7
2239.86;6;7
2241.75;6;7
2243.7;6;7
2245.66;6;7
2247.57;6;7
2249.35;6;7
2251.08;6;7
2251.08;6;7
2253.06;6;7
2254.92;6;7
2256.85;6;7
2258.65;6;7
2260.54;6;7
2262.4;6;7
2264.17;6;7
2266.0;6;7
2268.06;6;7
2269.87;6;7
2271.5;6;7
2273.37;6;7
2275.31;6;7
2277.2;6;7
2278.98;6;7
2280.67;6;7
2282.58;6;7
2284.45;6;7
2286.29;6;7
2288.05;6;7
2289.91;6;7
2291.79;6;7
2293.5;6;7
2295.23;6;7
2297.02;6;7
2298.91;6;7
2300.85;6;7
2302.76;7;7
2303.7;7;7
2304.14;7;7
2304.92;7;7
2305.73;7;7
2305.74;7;7
2305.74;7;7
2305.74;7;7
2305.84;7;7
2307.07;7;7
2308.81;7;7
2310.27;7;7
2311.96;7;7
2313.69;7;7
2315.28;7;7
2316.81;7;7
2318.47;7;7
2320.37;7;7
2322.01;7;7
2323.65;7;7
2325.29;7;7
2326.94;7;7
2328.68;7;7
2330.23;7;7
2331.87;7;7
2333.36;7;7
2335.0;7;7
2336.38;7;7
2338.01;7;7
2339.62;7;7
2341.27;7;7
2342.93;7;7
2344.58;7;7
2346.4;7;7
2347.92;7;7
2347.92;7;7
2349.51;7;7
2351.0;7;7
2352.61;7;7
2354.19;7;7
2355.71;7;7
2357.26;7;7
2358.88;7;7
2360.53;7;7
2362.16;7;7
2363.74;7;7
2365.41;7;7
2367.05;7;7
2368.73;7;7
2370.42;7;7
2372.14;7;7
2373.79;7;7
2375.3;7;7
2376.95;7;7
2378.65;7;7
2380.3;7;7
2382.0;7;7
2383.48;7;7
2385.2;7;7
2386.97;7;7
2388.6;7;8
2389.6;7;8
2389.93;7;8
2390.49;7;8
2390.99;7;8
2391.3;7;8
2391.32;7;8
2391.32;7;8
2391.32;7;8
2391.47;7;8
2392.54;7;8
2394.11;7;8
2395.56;7;8
2396.95;7;8
2398.47;7;8
2399.87;7;8
2401.24;7;8
2402.7;7;8
2404.14;7;8
2405.52;7;8
2406.96;7;8
2408.34;7;8
2409.87;7;8
2411.26;7;8
2412.62;7;8
2414.08;7;8
2415.47;7;8
2416.82;7;8
2418.18;7;8
2419.65;7;8
2421.12;7;8
2422.39;7;8
2423.84;7;8
2425.09;7;8
2426.51;7;8
2426.51;7;8
2427.84;7;8
2429.16;7;8
2430.62;7;8
2432.05;7;8
2433.41;7;8
2434.73;7;8
2436.05;7;8
2437.49;7;8
2438.89;7;8
2440.27;7;8
2441.71;7;8
2443.26;7;8
2444.75;7;8
2446.15;7;8
2447.4;7;8
2448.91;7;8
2450.45;7;8
2451.81;7;8
2453.36;7;8
2454.72;7;8
2456.18;7;8
2457.66;7;8
2459.22;7;8
2460.74;7;8
2462.3;8;8
2463.34;8;8
2463.47;8;8
2463.99;8;8
2464.49;8;8
2464.88;8;8
2464.89;8;8
2464.89;8;8
2464.89;8;8
2464.89;8;8
2464.93;8;8
2465.56;8;8
2466.8;8;8
2468.08;8;8
2469.26;8;8
2470.5;8;8
2471.62;8;8
2472.87;8;8
2474.22;8;8
2475.44;8;8
2476.79;8;8
2478.0;8;8
2479.19;8;8
2480.53;8;8
2481.77;8;8
2482.96;8;8
2484.16;8;8
2485.32;8;8
2486.39;8;8
2487.7;8;8
2489.02;8;8
2490.26;8;8
2491.58;8;8
2492.72;8;8
2493.98;8;8
2495.21;8;8
2496.33;8;8
2497.6;8;8
2497.6;8;8
2498.75;8;8
2499.74;8;8
2500.95;8;8
2502.29;8;8
2503.51;8;8
2504.47;8;8
2505.47;8;8
2506.72;8;8
2508.01;8;8
2509.15;8;8
2510.45;8;8
2511.64;8;8
2513.03;8;8
2514.06;8;8
2515.25;8;8
2516.38;8;8
2517.51;8;8
2518.58;8;8
2519.72;8;8
2520.98;8;8
2522.12;8;8
2523.59;8;9
2524.47;8;9
2524.51;8;9
2524.77;8;9
2525.27;8;9
2525.52;8;9
2525.54;8;9
2525.54;8;9
2525.54;8;9
2525.54;8;9
2525.54;8;9
2525.54;8;9
2525.94;8;9
2526.83;8;9
2527.61;8;9
2528.61;8;9
2529.56;8;9
2530.61;8;9
2531.68;8;9
2532.61;8;9
2533.67;8;9
2534.68;8;9
2535.83;8;9
2536.65;8;9
2537.72;8;9
2538.75;8;9
2539.87;8;9
2540.72;8;9
2541.8;8;9
2542.81;8;9
2543.82;8;9
2544.9;8;9
2545.8;8;9
2546.81;8;9
2546.81;8;9
2548.03;8;9
2548.89;8;9
2549.85;8;9
2550.82;8;9
2551.96;8;9
2553.02;8;9
2553.99;8;9
2555.06;8;9
2556.04;8;9
2556.97;8;9
2558.13;8;9
2559.19;8;9
2560.14;8;9
2561.07;8;9
2562.03;8;9
2563.03;8;9
2564.08;8;9
2565.16;8;9
2566.2;8;9
2567.11;8;9
2568.12;8;9
2569.19;8;9
2570.31;8;9
2571.34;8;9
2572.33;8;9
2573.3;9;9
2574.07;9;9
2574.09;9;9
2574.35;9;9
2574.79;9;9
2575.05;9;9
2575.32;9;9
2575.34;9;9
2575.34;9;9
2575.34;9;9
2575.34;9;9
2575.34;9;9
2575.34;9;9
2575.34;9;9
2575.59;9;9
2576.04;9;9
2576.72;9;9
2577.38;9;9
2578.21;9;9
2579.0;9;9
2579.71;9;9
2580.52;9;9
2581.3;9;9
2582.0;9;9
2582.63;9;9
2583.38;9;9
2584.26;9;9
2585.0;9;9
2585.72;9;9
2586.65;9;9
2587.37;9;9
2587.37;9;9
2588.16;9;9
2588.8;9;9
2589.62;9;9
2590.57;9;9
2591.48;9;9
2592.28;9;9
2592.9;9;9
2593.71;9;9
2594.43;9;9
2595.06;9;9
2595.8;9;9
2596.46;9;9
2597.19;9;9
2597.96;9;9
2598.9;9;9
2599.73;9;9
2600.65;9;9
2601.4;9;9
2602.27;9;9
2603.13;9;9
2603.75;9;9
2604.39;9;9
2604.76;9;9
2605.44;9;9
2606.24;9;9
2607.15;9;9
2607.95;9;9
2608.66;9;9
2609.63;9;10
2610.14;9;10
2610.14;9;10
2610.38;9;10
2610.61;9;10
2610.78;9;10
2610.99;9;10
2610.99;9;10
2611.0;9;10
2611.0;9;10
2611.0;9;10
2611.0;9;10
2611.0;9;10
2611.0;9;10
2611.0;9;10
2611.0;9;10
2611.0;9;10
2611.08;9;10
2611.33;9;10
2611.77;9;10
2612.23;9;10
2612.73;9;10
2613.27;9;10
2614.02;9;10
2614.65;9;10
2615.05;9;10
2615.58;9;10
2616.13;9;10
2616.75;9;10
2617.43;9;10
2617.43;9;10
2618.05;9;10
2618.52;9;10
2619.11;9;10
2619.73;9;10
2620.39;9;10
2620.93;9;10
2621.41;9;10
2622.07;9;10
2622.47;9;10
2623.08;9;10
2623.66;9;10
2624.31;9;10
2624.96;9;10
2625.56;9;10
2625.97;9;10
2626.54;9;10
2626.99;9;10
2627.64;9;10
2628.33;9;10
2628.99;9;10
2629.61;9;10
2630.37;9;10
2630.92;9;10
2631.57;9;10
2632.12;9;10
2632.52;9;10
2632.92;9;10
2633.5;9;10
2634.11;9;10
2634.88;10;10
2635.23;10;10
2635.23;10;10
2635.25;10;10
2635.39;10;10
2635.46;10;10
2635.46;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
2635.58;10;10
