memory_free;r_a1;r_a2
0;0;0
31571968;0;0
31854592;0;0
33001472;0;0
33792000;0;0
33951744;0;0
34426880;0;0
35442688;0;0
36491264;0;0
36491264;0;0
36491264;0;0
36458496;0;0
36585472;0;0
36618240;0;0
36618240;0;0
36618240;0;0
37158912;0;0
37126144;0;0
37126144;0;0
37126144;0;0
37253120;0;0
37253120;0;0
37253120;0;0
37220352;0;0
37982208;0;0
37982208;0;0
37982208;0;0
37982208;0;0
38203392;0;0
38203392;0;0
38236160;0;0
38203392;0;0
38363136;0;0
38297600;0;0
38330368;0;0
38297600;0;0
37949440;0;0
37949440;0;0
37949440;0;0
37916672;0;0
37949440;0;0
37916672;0;0
37916672;0;0
37916672;0;0
37883904;0;0
38043648;0;0
38043648;0;0
38043648;0;0
38043648;0;0
38170624;0;0
38170624;0;0
38137856;0;0
38170624;0;0
38297600;0;0
38461440;0;0
38477824;0;0
38436864;0;0
47587328;0;0
382042112;0;0
310362112;0;0
310714368;0;0
310841344;0;0
310841344;0;0
310808576;0;0
310841344;0;0
310808576;0;0
310808576;0;0
310775808;0;0
310775808;0;0
310808576;0;0
310775808;0;0
310808576;0;0
310775808;0;0
310902784;0;0
310935552;0;0
304394240;0;0
304427008;0;0
304394240;0;0
304361472;0;0
311148544;0;0
311148544;0;0
311148544;0;0
311115776;0;0
311148544;0;0
311148544;0;0
311115776;0;0
311083008;0;0
311083008;0;0
311083008;0;0
311083008;0;0
311488512;0;0
311455744;0;0
311455744;0;0
311455744;0;0
311422976;0;0
311455744;0;0
311422976;0;0
311390208;0;0
311586816;0;0
311586816;0;0
311586816;0;0
311586816;0;0
311586816;0;0
311521280;0;0
311554048;0;0
311681024;0;0
311681024;0;0
311681024;0;0
311664640;0;0
311648256;0;0
311681024;0;0
311615488;0;0
311664640;0;0
311615488;0;0
311615488;0;0
311582720;0;0
311582720;0;0
311201792;0;0
311201792;0;0
311169024;0;0
311136256;0;0
311136256;0;0
311136256;0;0
311136256;0;0
311492608;0;0
311459840;0;0
311427072;0;0
311459840;0;0
311554048;0;0
311586816;0;0
311586816;0;0
311586816;0;0
311681024;0;0
311681024;0;0
311648256;0;0
311713792;0;0
311648256;0;0
311681024;0;0
311648256;0;0
311648256;0;0
311615488;0;0
311615488;0;0
311615488;0;0
311615488;0;0
311709696;0;0
311709696;0;0
311709696;0;0
311709696;0;0
311742464;0;0
311586816;0;0
311549952;0;0
311582720;0;0
311582720;0;0
311582720;0;0
311582720;0;0
311582720;0;0
311676928;0;0
311676928;0;0
311840768;0;0
311808000;0;0
311808000;0;0
311808000;0;0
311840768;0;0
311808000;0;0
311808000;0;0
311808000;0;0
311808000;0;0
311808000;0;0
311808000;0;0
311775232;0;0
311840768;0;0
311775232;0;0
311775232;0;0
311775232;0;0
312147968;0;0
312147968;0;0
312115200;0;0
312147968;0;0
312147968;0;0
312115200;0;0
312147968;0;0
312115200;0;0
312082432;0;0
312115200;0;0
312082432;0;0
312242176;0;0
312176640;0;0
312143872;0;0
312340480;0;0
312307712;0;0
312373248;0;0
312143872;0;0
312373248;0;0
312561664;0;0
312594432;0;0
312561664;0;0
312561664;0;0
312086528;0;0
312053760;0;0
312020992;0;0
312020992;0;0
311988224;0;0
312020992;0;0
311988224;0;0
311988224;0;0
311955456;0;0
311955456;0;0
311955456;0;0
311955456;0;0
312115200;0;0
312082432;0;0
312082432;0;0
312082432;0;0
312336384;0;0
312336384;0;0
312303616;0;0
312336384;0;0
312430592;0;0
312463360;0;0
312397824;0;0
312016896;0;0
312213504;0;0
312246272;0;0
312180736;0;0
312180736;0;0
312180736;0;0
312180736;0;0
312180736;0;0
312147968;0;0
312147968;0;0
312147968;0;0
312147968;0;0
312180736;0;0
312242176;0;0
312242176;0;0
312242176;0;0
312242176;0;0
312463360;0;0
312496128;0;0
312430592;0;0
312451072;0;0
312430592;0;0
312463360;0;0
312397824;0;0
312557568;0;0
312524800;0;0
312721408;0;0
312180736;0;1
323407872;0;1
350277632;0;1
419057664;0;1
438341632;0;1
611880960;0;1
665788416;0;1
667942912;0;1
670081024;0;1
670556160;0;1
670654464;0;1
670523392;0;1
670720000;0;1
670908416;0;1
670875648;0;1
671006720;0;1
670908416;0;1
671383552;0;1
671481856;0;1
671416320;0;1
671514624;0;1
671543296;0;1
671641600;0;1
671543296;0;1
671510528;0;1
671735808;0;1
671670272;0;1
671571968;0;1
671703040;0;1
671764480;0;1
671862784;0;1
671830016;0;1
671830016;0;1
671764480;0;1
671862784;0;1
671797248;0;1
671895552;0;1
671830016;0;1
671764480;0;1
671895552;0;1
671797248;0;1
671698944;0;1
671830016;0;1
671543296;0;1
670879744;0;1
670654464;0;1
670588928;0;1
670588928;0;1
670687232;0;1
670588928;0;1
670588928;0;1
670720000;0;1
670654464;0;1
670556160;0;1
671068160;0;1
671035392;0;1
671100928;0;1
671035392;0;1
671100928;0;1
671002624;0;1
671100928;1;1
670969856;1;1
681259008;1;1
714022912;1;1
809582592;1;1
890155008;1;1
893558784;1;1
893972480;1;1
893968384;1;1
894349312;1;1
894496768;1;1
894365696;1;1
894492672;1;1
894492672;1;1
894906368;1;1
895320064;1;1
894746624;1;1
894844928;1;1
894898176;1;1
894930944;1;1
